group,participantId,sessionIndex,trialIndex,playerIndex,distanceCondition,stepFromNewGoal,posterior,plotGroup
TwoStageSignalAgent_sigmoidThreshold,session_8_player1,8.0,1,1,closer_to_player1,5,0.9999999999973908,"TwoStageSignal
sigmoidThreshold"
TwoStageSignalAgent_sigmoidThreshold,session_8_player2,8.0,1,2,closer_to_player1,0,0.5,"TwoStageSignal
sigmoidThreshold"
TwoStageSignalAgent_sigmoidThreshold,session_8_player2,8.0,1,2,closer_to_player1,1,0.5033920318505734,"TwoStageSignal
sigmoidThreshold"
TwoStageSignalAgent_sigmoidThreshold,session_8_player2,8.0,1,2,closer_to_player1,2,0.5053345730827745,"TwoStageSignal
sigmoidThreshold"
TwoStageSignalAgent_sigmoidThreshold,session_8_player2,8.0,1,2,closer_to_player1,3,0.994150311034342,"TwoStageSignal
sigmoidThreshold"
TwoStageSignalAgent_sigmoidThreshold,session_8_player2,8.0,1,2,closer_to_player1,4,0.9999389288344979,"TwoStageSignal
sigmoidThreshold"
TwoStageSignalAgent_sigmoidThreshold,session_8_player2,8.0,1,2,closer_to_player1,5,0.999998968931487,"TwoStageSignal
sigmoidThreshold"
TwoStageSignalAgent_sigmoidThreshold,session_8_player1,8.0,2,1,closer_to_player2,0,0.5,"TwoStageSignal
sigmoidThreshold"
TwoStageSignalAgent_sigmoidThreshold,session_8_player1,8.0,2,1,closer_to_player2,1,0.9965941820877694,"TwoStageSignal
sigmoidThreshold"
TwoStageSignalAgent_sigmoidThreshold,session_8_player1,8.0,2,1,closer_to_player2,2,0.9965798367677419,"TwoStageSignal
sigmoidThreshold"
TwoStageSignalAgent_sigmoidThreshold,session_8_player1,8.0,2,1,closer_to_player2,3,0.996576146401782,"TwoStageSignal
sigmoidThreshold"
TwoStageSignalAgent_sigmoidThreshold,session_8_player1,8.0,2,1,closer_to_player2,4,0.9966795844671613,"TwoStageSignal
sigmoidThreshold"
TwoStageSignalAgent_sigmoidThreshold,session_8_player1,8.0,2,1,closer_to_player2,5,0.998075764723585,"TwoStageSignal
sigmoidThreshold"
TwoStageSignalAgent_sigmoidThreshold,session_8_player2,8.0,2,2,closer_to_player2,0,0.5,"TwoStageSignal
sigmoidThreshold"
TwoStageSignalAgent_sigmoidThreshold,session_8_player2,8.0,2,2,closer_to_player2,1,0.00045878859472070737,"TwoStageSignal
sigmoidThreshold"
TwoStageSignalAgent_sigmoidThreshold,session_8_player2,8.0,2,2,closer_to_player2,2,0.00026552578135786867,"TwoStageSignal
sigmoidThreshold"
TwoStageSignalAgent_sigmoidThreshold,session_8_player2,8.0,2,2,closer_to_player2,3,0.39968885442199403,"TwoStageSignal
sigmoidThreshold"
TwoStageSignalAgent_sigmoidThreshold,session_8_player2,8.0,2,2,closer_to_player2,4,0.9987202513766313,"TwoStageSignal
sigmoidThreshold"
TwoStageSignalAgent_sigmoidThreshold,session_8_player2,8.0,2,2,closer_to_player2,5,0.9999978443498698,"TwoStageSignal
sigmoidThreshold"
TwoStageSignalAgent_sigmoidThreshold,session_8_player1,8.0,3,1,closer_to_player2,0,0.5,"TwoStageSignal
sigmoidThreshold"
TwoStageSignalAgent_sigmoidThreshold,session_8_player1,8.0,3,1,closer_to_player2,1,0.9832156218015479,"TwoStageSignal
sigmoidThreshold"
TwoStageSignalAgent_sigmoidThreshold,session_8_player1,8.0,3,1,closer_to_player2,2,0.9995544964125817,"TwoStageSignal
sigmoidThreshold"
TwoStageSignalAgent_sigmoidThreshold,session_8_player1,8.0,3,1,closer_to_player2,3,0.9999822117154799,"TwoStageSignal
sigmoidThreshold"
TwoStageSignalAgent_sigmoidThreshold,session_8_player1,8.0,3,1,closer_to_player2,4,0.999997885784869,"TwoStageSignal
sigmoidThreshold"
TwoStageSignalAgent_sigmoidThreshold,session_8_player1,8.0,3,1,closer_to_player2,5,0.9999989712474593,"TwoStageSignal
sigmoidThreshold"
TwoStageSignalAgent_sigmoidThreshold,session_8_player2,8.0,3,2,closer_to_player2,0,0.5,"TwoStageSignal
sigmoidThreshold"
TwoStageSignalAgent_sigmoidThreshold,session_8_player2,8.0,3,2,closer_to_player2,1,0.9996544229769581,"TwoStageSignal
sigmoidThreshold"
TwoStageSignalAgent_sigmoidThreshold,session_8_player2,8.0,3,2,closer_to_player2,2,0.9999997175922074,"TwoStageSignal
sigmoidThreshold"
TwoStageSignalAgent_sigmoidThreshold,session_8_player2,8.0,3,2,closer_to_player2,3,0.9999997336191663,"TwoStageSignal
sigmoidThreshold"
TwoStageSignalAgent_sigmoidThreshold,session_8_player2,8.0,3,2,closer_to_player2,4,0.999999848457399,"TwoStageSignal
sigmoidThreshold"
TwoStageSignalAgent_sigmoidThreshold,session_8_player2,8.0,3,2,closer_to_player2,5,0.9999999997725306,"TwoStageSignal
sigmoidThreshold"
