group,mean,std,count
Human-Human,0.7720488110681808,0.09834580250490878,32
TwoStageSignalAgent_sigmoidThreshold,0.748105930896695,0.05598240889005477,60
sampleJointGoalAndRSASignal_fromStart,0.7504283331879401,0.05695273126478277,60
sampleJointGoalAndSignal_afterNewGoal,0.7542257070122856,0.051957381443750644,60
sampleJointGoalAndSignal_fromStart,0.7597475549991072,0.05857079097450872,60
sampleJointGoal_afterNewGoal,0.7309474398035234,0.056566756308021646,60
sampleJointGoal_fromStart,0.7453017918354077,0.07350533881220317,60
samplePosteriorOnlyGoalAndSignal_fromStart,0.7586823732010969,0.057774433619775654,60
