rho,lambda,negative_log_likelihood,expected_signal_move,expected_btom_legibility,expected_value_safe_mass,fit_stage
0.0,0.2,260.27267418654003,0.7117353321659678,0.769835861428342,0.9923942334881004,coarse
0.0125,0.2,260.37720811676826,0.7139330412483675,0.7711478542230863,0.9924893055694687,refine
0.025,0.2,260.49287160538296,0.716130750330767,0.7724598470178307,0.9925843776508375,refine
0.0375,0.2,260.61969318230956,0.7183284594131664,0.773771839812575,0.992679449732206,refine
0.05,0.2,260.75770888376155,0.7205261684955656,0.7750838326073192,0.9927745218135744,coarse
0.1,0.2,261.42270226708666,0.7293170048251616,0.780331803786295,0.9931548101390487,coarse
0.15,0.2,262.2717181565115,0.7381078411547556,0.7855797749652698,0.9935350984645225,coarse
0.2,0.2,263.3109802073105,0.7468986774843479,0.7908277461442436,0.9939153867899964,coarse
0.25,0.2,264.5491414725503,0.7556895138139386,0.7960757173232161,0.99429567511547,coarse
0.3,0.2,265.99767775122405,0.7644803501435274,0.8013236885021879,0.9946759634409437,coarse
0.35,0.2,267.6714456114064,0.7732711864731143,0.8065716596811584,0.9950562517664173,coarse
0.4,0.2,269.5894686892333,0.7820620228026997,0.811819630860128,0.995436540091891,coarse
0.45,0.2,271.77605228700764,0.790852859132283,0.8170676020390965,0.995816828417364,coarse
0.5,0.2,274.2623872240047,0.7996436954618645,0.8223155732180638,0.9961971167428373,coarse
0.55,0.2,277.0889103656562,0.8084345317914445,0.8275635443970302,0.9965774050683105,coarse
0.6,0.2,280.30888457624246,0.8172253681210225,0.8328115155759955,0.9969576933937835,coarse
0.65,0.2,283.9940401042117,0.8260162044505989,0.8380594867549598,0.9973379817192564,coarse
0.7,0.2,288.24390837452285,0.8348070407801734,0.8433074579339229,0.9977182700447292,coarse
0.75,0.2,293.2022685060585,0.8435978771097461,0.848555429112885,0.9980985583702018,coarse
0.8,0.2,299.08866975673953,0.852388713439317,0.853803400291846,0.9984788466956744,coarse
0.85,0.2,306.2664731967929,0.8611795497688863,0.859051371470806,0.9988591350211471,coarse
0.9,0.2,315.41949599579516,0.8699703860984536,0.864299342649765,0.9992394233466195,coarse
0.95,0.2,328.2009365340926,0.8787612224280192,0.8695473138287229,0.999619711672092,coarse
1.0,0.2,423.4741699341878,0.8875520587575829,0.8747952850076796,0.9999999999975638,coarse
