trialIndex,experimentType,partnerAgentType,currentPlayer,participantID,roomId,humanPlayerIndex,aiPlayerIndex,partnerFallbackOccurred,partnerFallbackReason,partnerFallbackStage,partnerFallbackTime,partnerFallbackAIType,collaborationSucceeded,player1GoalReachedStep,player2GoalReachedStep,newGoalPresented,newGoalPosition,distanceCondition,isNewGoalCloserToPlayer2,trialStartTime,gptErrorEvents,currentPlayerIndex,player1Trajectory,player2Trajectory,player1Actions,player2Actions,player1RT,player2RT,player1CurrentGoal,player2CurrentGoal,player1FirstDetectedGoal,player2FirstDetectedGoal,player1FinalReachedGoal,player2FinalReachedGoal,firstDetectedSharedGoal,_finalized,completed,endTime,newGoalPresentedTime,totalSteps,source_file,file_id
4,2P3G,gpt-4.1-mini,1,5e1b795dc799223a3b447ada,61690307-cecf-4eb5-bed9-b1c691b7b9a2,0.0,1.0,False,,,,gpt-4.1-mini,1.0,22,18,False,,no_new_goal,,1757787066743,[],"[0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0]","[[7,0],[7,1],[8,1],[9,1],[10,1],[11,1],[10,1],[9,1],[8,1],[7,1],[6,1],[5,1],[4,1],[3,1],[2,1],[1,1],[1,2],[1,3],[1,4],[1,5],[0,5],[0,6]]","[[7,14],[7,13],[7,12],[7,11],[7,10],[7,9],[7,8],[7,7],[6,7],[6,6],[5,6],[4,6],[3,6],[2,6],[1,6],[0,6],[0,6],[0,6]]","[[0,1],[1,0],[1,0],[1,0],[1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,1],[0,1],[0,1],[0,1],[-1,0],[0,1],[0,1]]","[[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,1]]","[1370,2214,2692,3109,3444,3883,4160,4603,4721,5178,5450,6011,6116,6834,7221,7415,7831,8307,8491,8840,9162,9508]","[1370,2214,2692,3109,3444,3883,4160,4603,4721,5178,5450,6011,6116,6834,7221,7415,7831,8307]","[null,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1.0,0.0,0,0,0.0,False,True,1757787076251,,22,experiment_data_5e1b795dc799223a3b447ada_room_61690307-cecf-4eb5-bed9-b1c691b7b9a2_2025-09-13T18-13-59-599Z.xlsx,experiment_data_5e1b795dc799223a3b447ada_room_61690307-cecf-4eb5-bed9-b1c691b7b9a2_2025-09-13T18-13-59-599Z.xlsx
5,2P3G,gpt-4.1-mini,1,5e1b795dc799223a3b447ada,61690307-cecf-4eb5-bed9-b1c691b7b9a2,0.0,1.0,False,,,,gpt-4.1-mini,1.0,22,13,True,"[4,0]",equal_to_both,1.0,1757787078269,[],"[0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0]","[[0,7],[0,7],[1,7],[2,7],[3,7],[4,7],[5,7],[6,7],[7,7],[8,7],[9,7],[10,7],[10,6],[10,5],[11,5],[11,4],[10,4],[9,4],[9,3],[8,3],[8,2],[7,2]]","[[14,7],[13,7],[12,7],[11,7],[10,7],[9,7],[8,7],[7,7],[7,6],[7,5],[7,4],[7,3],[7,2]]","[[-1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[0,-1],[0,-1],[1,0],[0,-1],[-1,0],[-1,0],[0,-1],[-1,0],[0,-1],[-1,0],[0,-1]]","[[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1]]","[1361,1713,2166,2809,2913,3307,3592,4424,4835,5048,5390,5921,6168,6487,6599,7279,7615,8114,8608,9071,9336,9462]","[1361,1713,2166,2809,2913,3307,3592,4424,4835,5048,5390,5921,6168]","[null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0]","[null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0.0,0.0,0,0,0.0,False,True,1757787087731,12.0,22,experiment_data_5e1b795dc799223a3b447ada_room_61690307-cecf-4eb5-bed9-b1c691b7b9a2_2025-09-13T18-13-59-599Z.xlsx,experiment_data_5e1b795dc799223a3b447ada_room_61690307-cecf-4eb5-bed9-b1c691b7b9a2_2025-09-13T18-13-59-599Z.xlsx
6,2P3G,gpt-4.1-mini,1,5e1b795dc799223a3b447ada,61690307-cecf-4eb5-bed9-b1c691b7b9a2,0.0,1.0,False,,,,gpt-4.1-mini,1.0,7,9,True,"[5,7]",closer_to_player1,0.0,1757787089749,[],"[0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1]","[[7,2],[7,3],[6,3],[5,3],[5,4],[5,5],[5,6]]","[[7,14],[7,13],[7,12],[7,11],[6,11],[5,11],[5,10],[5,9],[5,8]]","[[0,1],[-1,0],[-1,0],[0,1],[0,1],[0,1],[0,1]]","[[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[0,-1],[0,-1],[0,-1],[0,-1]]","[1326,1693,2881,3716,3868,4236,4501]","[1326,1693,2881,3716,3868,4236,4501,4991,5570]","[null,0,0,0,2,2,2,2]","[null,null,null,0,2,2,2,2,2]",0.0,0.0,2,2,0.0,False,True,1757787095319,4.0,9,experiment_data_5e1b795dc799223a3b447ada_room_61690307-cecf-4eb5-bed9-b1c691b7b9a2_2025-09-13T18-13-59-599Z.xlsx,experiment_data_5e1b795dc799223a3b447ada_room_61690307-cecf-4eb5-bed9-b1c691b7b9a2_2025-09-13T18-13-59-599Z.xlsx
7,2P3G,gpt-4.1-mini,1,5e1b795dc799223a3b447ada,61690307-cecf-4eb5-bed9-b1c691b7b9a2,0.0,1.0,False,,,,gpt-4.1-mini,1.0,26,24,False,,no_new_goal,,1757787097336,[],"[0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0]","[[7,0],[7,1],[7,2],[6,2],[6,3],[6,4],[7,4],[8,4],[9,4],[9,5],[9,6],[9,7],[8,7],[8,8],[7,8],[6,8],[5,8],[4,8],[4,7],[4,6],[4,5],[3,5],[2,5],[1,5],[1,6],[1,7]]","[[7,14],[7,13],[7,12],[7,11],[7,10],[7,9],[7,8],[7,7],[7,6],[7,5],[7,4],[7,3],[7,2],[6,2],[5,2],[4,2],[3,2],[2,2],[1,2],[0,2],[0,3],[0,4],[0,5],[0,6]]","[[0,1],[0,1],[-1,0],[0,1],[0,1],[1,0],[1,0],[1,0],[0,1],[0,1],[0,1],[-1,0],[0,1],[-1,0],[-1,0],[-1,0],[-1,0],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[-1,0],[0,1],[0,1],[-1,0]]","[[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,1],[0,1],[0,1],[0,1],[0,1]]","[1154,1505,1693,1889,2232,2929,3168,3664,4111,4213,4360,5032,5491,5909,6284,6490,6809,7233,7348,7558,8091,8384,8749,9147,9451,10036]","[1154,1505,1693,1889,2232,2929,3168,3664,4111,4213,4360,5032,5491,5909,6284,6490,6809,7233,7348,7558,8091,8384,8749,9147]","[null,null,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0]","[null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0.0,0.0,0,0,0.0,False,True,1757787107373,,26,experiment_data_5e1b795dc799223a3b447ada_room_61690307-cecf-4eb5-bed9-b1c691b7b9a2_2025-09-13T18-13-59-599Z.xlsx,experiment_data_5e1b795dc799223a3b447ada_room_61690307-cecf-4eb5-bed9-b1c691b7b9a2_2025-09-13T18-13-59-599Z.xlsx
8,2P3G,gpt-4.1-mini,1,5e1b795dc799223a3b447ada,61690307-cecf-4eb5-bed9-b1c691b7b9a2,0.0,1.0,False,,,,gpt-4.1-mini,1.0,30,21,True,"[2,4]",closer_to_player2,1.0,1757787109392,[],"[0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0]","[[7,11],[6,11],[6,10],[6,9],[6,8],[7,8],[7,7],[7,6],[8,6],[8,5],[8,4],[8,3],[7,3],[6,3],[6,4],[6,5],[5,5],[4,5],[4,6],[4,7],[4,8],[4,9],[4,10],[3,10],[2,10],[2,9],[2,8],[2,7],[2,6],[2,5]]","[[7,1],[7,2],[7,3],[7,4],[6,4],[6,5],[7,5],[6,5],[5,5],[4,5],[3,5],[2,5],[1,5],[0,5],[0,5],[0,6],[0,7],[1,7],[2,7],[2,6],[2,5]]","[[-1,0],[0,-1],[0,-1],[0,-1],[1,0],[0,-1],[0,-1],[1,0],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[0,1],[0,1],[-1,0],[-1,0],[0,1],[0,1],[0,1],[0,1],[0,1],[-1,0],[-1,0],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1]]","[[0,1],[0,1],[0,1],[-1,0],[0,1],[1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,1],[0,1],[1,0],[1,0],[0,-1],[0,-1],[0,-1]]","[787,1073,1633,2006,2445,2754,2871,2988,3317,3488,3986,4258,4528,4934,5699,6084,6848,7047,7748,8243,8397,8821,9250,9617,10579,10793,11140,11395,11564,11696]","[787,1073,1633,2006,2445,2754,2871,2988,3317,3488,3986,4258,4528,4934,5699,6084,6848,7047,7748,8243,8397]","[0,0,0,0,1,1,2,1,2,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,2]","[null,null,null,0,0,1,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2]",0.0,0.0,2,2,0.0,False,True,1757787121089,4.0,30,experiment_data_5e1b795dc799223a3b447ada_room_61690307-cecf-4eb5-bed9-b1c691b7b9a2_2025-09-13T18-13-59-599Z.xlsx,experiment_data_5e1b795dc799223a3b447ada_room_61690307-cecf-4eb5-bed9-b1c691b7b9a2_2025-09-13T18-13-59-599Z.xlsx
9,2P3G,gpt-4.1-mini,1,5e1b795dc799223a3b447ada,61690307-cecf-4eb5-bed9-b1c691b7b9a2,0.0,1.0,False,,,,gpt-4.1-mini,1.0,27,21,True,"[3,4]",closer_to_player2,1.0,1757787123095,[],"[0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0]","[[13,7],[12,7],[11,7],[10,7],[9,7],[9,6],[9,5],[9,4],[9,3],[8,3],[8,4],[8,5],[8,6],[8,7],[8,8],[8,9],[7,9],[6,9],[5,9],[4,9],[3,9],[3,8],[4,8],[4,7],[4,6],[4,5],[4,4]]","[[3,7],[2,7],[1,7],[2,7],[3,7],[4,7],[5,7],[4,7],[5,7],[6,7],[5,7],[5,6],[6,6],[5,6],[4,6],[3,6],[2,6],[1,6],[1,5],[1,4],[2,4]]","[[-1,0],[-1,0],[-1,0],[-1,0],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,-1],[1,0],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0]]","[[-1,0],[-1,0],[1,0],[1,0],[1,0],[1,0],[-1,0],[1,0],[1,0],[-1,0],[0,-1],[1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,-1],[0,-1],[1,0],[1,0]]","[853,1604,1881,2284,2437,2630,2970,3332,3759,4027,4303,4464,4584,4867,5288,5553,5734,5945,6055,6281,6841,7117,7319,7546,7962,8194,8409]","[853,1604,1881,2284,2437,2630,2970,3332,3759,4027,4303,4464,4584,4867,5288,5553,5734,5945,6055,6281,6841]","[null,null,null,null,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2]","[null,null,null,null,null,null,null,null,null,null,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2]",0.0,0.0,2,2,0.0,False,True,1757787131505,11.0,27,experiment_data_5e1b795dc799223a3b447ada_room_61690307-cecf-4eb5-bed9-b1c691b7b9a2_2025-09-13T18-13-59-599Z.xlsx,experiment_data_5e1b795dc799223a3b447ada_room_61690307-cecf-4eb5-bed9-b1c691b7b9a2_2025-09-13T18-13-59-599Z.xlsx
10,2P3G,gpt-4.1-mini,1,5e1b795dc799223a3b447ada,61690307-cecf-4eb5-bed9-b1c691b7b9a2,0.0,1.0,False,,,,gpt-4.1-mini,1.0,32,30,True,"[6,4]",closer_to_player1,0.0,1757787133519,[],"[0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0]","[[12,7],[11,7],[11,8],[10,8],[10,9],[9,9],[9,8],[8,8],[8,7],[8,6],[8,5],[7,5],[6,5],[5,5],[4,5],[4,6],[3,6],[2,6],[1,6],[0,6],[0,5],[0,4],[0,3],[1,3],[2,3],[3,3],[4,3],[4,2],[4,1],[3,1],[4,1],[5,1]]","[[0,7],[1,7],[2,7],[3,7],[4,7],[5,7],[6,7],[5,7],[4,7],[3,7],[2,7],[1,7],[1,6],[0,6],[1,6],[2,6],[2,5],[3,5],[4,5],[4,4],[4,3],[4,2],[4,1],[4,0],[3,0],[3,1],[2,1],[3,1],[4,1],[5,1]]","[[-1,0],[0,1],[-1,0],[0,1],[-1,0],[0,-1],[-1,0],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[0,1],[-1,0],[-1,0],[-1,0],[-1,0],[0,-1],[0,-1],[0,-1],[1,0],[1,0],[1,0],[1,0],[0,-1],[0,-1],[-1,0],[1,0],[1,0],[1,0]]","[[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,-1],[-1,0],[1,0],[1,0],[0,-1],[1,0],[1,0],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[0,1],[-1,0],[1,0],[1,0],[1,0],[1,0]]","[1441,1746,2232,2736,3114,3262,3551,3739,3846,4094,4410,4579,4823,5129,5346,6301,6512,6857,7031,7137,7439,7713,8089,8459,8932,9499,9695,10103,10596,11254,11802,11946]","[1441,1746,2232,2736,3114,3262,3551,3739,3846,4094,4410,4579,4823,5129,5346,6301,6512,6857,7031,7137,7439,7713,8089,8459,8932,9499,9695,10103,10596,11254]","[null,1,1,1,1,1,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,0,0,0,0,0,0]","[null,null,null,null,null,null,null,null,null,null,null,0,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1.0,0.0,0,0,0.0,False,True,1757787145466,12.0,32,experiment_data_5e1b795dc799223a3b447ada_room_61690307-cecf-4eb5-bed9-b1c691b7b9a2_2025-09-13T18-13-59-599Z.xlsx,experiment_data_5e1b795dc799223a3b447ada_room_61690307-cecf-4eb5-bed9-b1c691b7b9a2_2025-09-13T18-13-59-599Z.xlsx
11,2P3G,gpt-4.1-mini,1,5e1b795dc799223a3b447ada,61690307-cecf-4eb5-bed9-b1c691b7b9a2,0.0,1.0,False,,,,gpt-4.1-mini,1.0,29,24,True,"[5,12]",closer_to_player2,1.0,1757787147487,[],"[0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0]","[[7,14],[7,14],[7,13],[7,12],[7,11],[7,10],[7,9],[7,8],[7,7],[7,6],[6,6],[5,6],[4,6],[3,6],[3,7],[3,8],[4,8],[4,9],[5,9],[6,9],[6,10],[5,10],[4,10],[3,10],[3,11],[2,11],[1,11],[0,11],[0,10]]","[[7,4],[7,5],[7,6],[7,7],[7,8],[7,9],[7,10],[7,11],[7,12],[7,13],[7,12],[6,12],[6,11],[5,11],[4,11],[3,11],[2,11],[1,11],[0,11],[0,11],[0,11],[0,11],[0,11],[0,10]]","[[0,1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[0,1],[0,1],[1,0],[0,1],[1,0],[1,0],[0,1],[-1,0],[-1,0],[-1,0],[0,1],[-1,0],[-1,0],[-1,0],[0,-1],[0,-1]]","[[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[0,-1],[-1,0],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,-1],[0,-1]]","[994,1277,1561,1826,1983,2287,2516,2638,2923,3103,3264,3564,3693,3953,4711,4902,5185,5354,5821,5925,6247,6350,7007,7277,7659,7996,8244,8379,9505]","[994,1277,1561,1826,1983,2287,2516,2638,2923,3103,3264,3564,3693,3953,4711,4902,5185,5354,5821,5925,6247,6350,7007,7277]","[null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,2,2,2,2,2,2,2,0,2,0,0,0,0,0,0]","[null,null,null,null,null,null,null,null,null,null,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0.0,0.0,0,0,0.0,False,True,1757787156992,11.0,29,experiment_data_5e1b795dc799223a3b447ada_room_61690307-cecf-4eb5-bed9-b1c691b7b9a2_2025-09-13T18-13-59-599Z.xlsx,experiment_data_5e1b795dc799223a3b447ada_room_61690307-cecf-4eb5-bed9-b1c691b7b9a2_2025-09-13T18-13-59-599Z.xlsx
0,2P3G,human,1,5efaf5d5540ce9953f995009,eb76ae37-255a-4cfa-a16b-78dc1b788aaa,,,False,,,,,1.0,24,27,False,,no_new_goal,,1757695619988,[],"[0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1]","[[7,2],[7,3],[7,4],[7,5],[7,6],[7,7],[7,8],[8,8],[9,8],[10,8],[11,8],[12,8],[13,8]]","[[7,14],[7,14],[7,13],[7,12],[7,11],[7,10],[7,9],[7,8],[8,8],[9,8],[10,8],[11,8],[12,8],[13,8]]","[[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0]]","[[0,1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0]]","[675,928,1116,1299,1495,1874,2563,2833,3060,3285,3482,3856,4288]","[1188,1755,1933,2104,2265,2435,3425,3777,3957,4120,4272,4425,4569,4930]","[null,null,null,null,null,null,1,1,1,1,1,1,1]","[null,null,null,null,null,null,null,1,1,1,1,1,1,1]",1.0,1.0,1,1,1.0,False,True,1757695624919,,27,experiment_data_5efaf5d5540ce9953f995009_room_eb76ae37-255a-4cfa-a16b-78dc1b788aaa_2025-09-12T16-58-25-097Z.xlsx,experiment_data_5efaf5d5540ce9953f995009_room_eb76ae37-255a-4cfa-a16b-78dc1b788aaa_2025-09-12T16-58-25-097Z.xlsx
1,2P3G,human,1,5efaf5d5540ce9953f995009,eb76ae37-255a-4cfa-a16b-78dc1b788aaa,,,False,,,,,1.0,24,22,True,"[8,5]",closer_to_player1,0.0,1757695626934,[],"[0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0]","[[7,1],[7,2],[7,3],[7,4],[7,5],[7,6],[7,7],[8,7],[9,7],[10,7],[11,7],[12,7]]","[[7,13],[7,12],[7,11],[7,10],[7,9],[7,8],[7,7],[8,7],[9,7],[10,7],[11,7],[12,7]]","[[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0]]","[[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0]]","[665,880,1048,1194,1369,1569,1852,2075,2304,2496,2696,2838]","[715,930,1098,1264,1425,1577,1854,2027,2192,2349,2503,2650]","[null,null,null,null,null,null,1,1,1,1,1,1]","[null,null,null,null,null,null,1,1,1,1,1,1]",1.0,1.0,1,1,1.0,False,True,1757695629772,14.0,24,experiment_data_5efaf5d5540ce9953f995009_room_eb76ae37-255a-4cfa-a16b-78dc1b788aaa_2025-09-12T16-58-25-097Z.xlsx,experiment_data_5efaf5d5540ce9953f995009_room_eb76ae37-255a-4cfa-a16b-78dc1b788aaa_2025-09-12T16-58-25-097Z.xlsx
2,2P3G,human,1,5efaf5d5540ce9953f995009,eb76ae37-255a-4cfa-a16b-78dc1b788aaa,,,False,,,,,1.0,28,29,False,,no_new_goal,,1757695631791,[],"[0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1]","[[0,7],[1,7],[2,7],[3,7],[4,7],[5,7],[6,7],[7,7],[7,8],[7,9],[7,10],[7,11],[7,12],[7,13]]","[[14,7],[14,7],[13,7],[12,7],[11,7],[10,7],[9,7],[8,7],[7,7],[7,8],[7,9],[7,10],[7,11],[7,12],[7,13]]","[[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1]]","[[1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1]]","[829,1076,1256,1445,1615,1806,1997,2606,3160,3498,3841,4024,4202,4366]","[911,1162,1376,1536,1697,1874,2042,2222,3528,3696,3860,4028,4167,4318,4478]","[null,null,null,null,null,null,null,1,1,1,1,1,1,1]","[null,null,null,null,null,null,null,null,1,1,1,1,1,1,1]",1.0,1.0,1,1,1.0,False,True,1757695636270,,29,experiment_data_5efaf5d5540ce9953f995009_room_eb76ae37-255a-4cfa-a16b-78dc1b788aaa_2025-09-12T16-58-25-097Z.xlsx,experiment_data_5efaf5d5540ce9953f995009_room_eb76ae37-255a-4cfa-a16b-78dc1b788aaa_2025-09-12T16-58-25-097Z.xlsx
3,2P3G,human,1,5efaf5d5540ce9953f995009,eb76ae37-255a-4cfa-a16b-78dc1b788aaa,,,False,,,,,1.0,30,25,True,"[4,9]",closer_to_player2,0.0,1757695638285,[],"[1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0]","[[7,14],[7,13],[7,12],[7,11],[7,10],[7,9],[7,8],[7,7],[7,6],[7,7],[8,7],[9,7],[10,7],[11,7],[12,7],[13,7]]","[[7,0],[7,1],[7,2],[7,3],[7,4],[7,5],[7,6],[7,7],[8,7],[9,7],[10,7],[11,7],[12,7],[13,7]]","[[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,1],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0]]","[[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0]]","[895,1273,1505,1745,1955,2127,2345,2534,3096,3391,3581,3735,3884,4022,4187,4352]","[855,1026,1198,1345,1499,1641,1787,2147,2905,3073,3208,3368,3537,3691]","[null,null,null,null,null,null,null,null,null,1,1,1,1,1,1,1]","[null,null,null,null,null,null,null,1,1,1,1,1,1,1]",1.0,1.0,1,1,1.0,False,True,1757695642637,22.0,30,experiment_data_5efaf5d5540ce9953f995009_room_eb76ae37-255a-4cfa-a16b-78dc1b788aaa_2025-09-12T16-58-25-097Z.xlsx,experiment_data_5efaf5d5540ce9953f995009_room_eb76ae37-255a-4cfa-a16b-78dc1b788aaa_2025-09-12T16-58-25-097Z.xlsx
4,2P3G,human,1,5efaf5d5540ce9953f995009,eb76ae37-255a-4cfa-a16b-78dc1b788aaa,,,False,,,,,1.0,23,30,True,"[10,14]",closer_to_player1,1.0,1757695644654,[],"[0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1]","[[7,0],[7,1],[7,2],[7,3],[7,4],[7,5],[7,6],[7,7],[8,7],[9,7],[10,7],[11,7],[12,7],[13,7]]","[[7,14],[7,14],[7,14],[7,13],[7,12],[7,11],[7,10],[7,9],[7,8],[7,7],[8,7],[9,7],[10,7],[11,7],[12,7],[13,7]]","[[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0]]","[[0,1],[0,1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0]]","[714,1000,1267,1536,1730,1928,2241,2568,2851,3091,3328,3551,3757,3981]","[927,1402,1598,1800,1968,2148,2327,3380,3552,3983,4168,4342,4514,4667,4827,4990]","[null,null,null,null,null,null,null,1,1,1,1,1,1,1]","[null,null,null,null,null,null,null,null,null,1,1,1,1,1,1,1]",1.0,1.0,1,1,1.0,False,True,1757695649645,24.0,30,experiment_data_5efaf5d5540ce9953f995009_room_eb76ae37-255a-4cfa-a16b-78dc1b788aaa_2025-09-12T16-58-25-097Z.xlsx,experiment_data_5efaf5d5540ce9953f995009_room_eb76ae37-255a-4cfa-a16b-78dc1b788aaa_2025-09-12T16-58-25-097Z.xlsx
5,2P3G,human,1,5efaf5d5540ce9953f995009,eb76ae37-255a-4cfa-a16b-78dc1b788aaa,,,False,,,,,1.0,26,23,True,"[4,5]",equal_to_both,0.0,1757695651663,[],"[1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0]","[[0,7],[1,7],[2,7],[3,7],[4,7],[5,7],[6,7],[7,7],[7,6],[7,5],[7,4],[7,3],[7,2]]","[[14,7],[13,7],[12,7],[11,7],[10,7],[9,7],[8,7],[7,7],[7,6],[7,5],[7,4],[7,3],[7,2]]","[[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1]]","[[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1]]","[855,1117,1381,1606,1805,2165,2726,3458,3658,3820,3977,4135,4478]","[741,933,1102,1279,1442,1617,1784,2954,3235,3429,3600,3775,3959]","[null,null,null,null,null,null,null,0,0,0,0,0,0]","[null,null,null,null,null,null,null,0,0,0,0,0,0]",0.0,0.0,0,0,0.0,False,True,1757695656141,18.0,26,experiment_data_5efaf5d5540ce9953f995009_room_eb76ae37-255a-4cfa-a16b-78dc1b788aaa_2025-09-12T16-58-25-097Z.xlsx,experiment_data_5efaf5d5540ce9953f995009_room_eb76ae37-255a-4cfa-a16b-78dc1b788aaa_2025-09-12T16-58-25-097Z.xlsx
