trialIndex,experimentType,partnerAgentType,currentPlayer,participantID,roomId,humanPlayerIndex,aiPlayerIndex,partnerFallbackOccurred,partnerFallbackReason,partnerFallbackStage,partnerFallbackTime,partnerFallbackAIType,collaborationSucceeded,player1GoalReachedStep,player2GoalReachedStep,newGoalPresented,newGoalPosition,distanceCondition,isNewGoalCloserToPlayer2,trialStartTime,gptErrorEvents,currentPlayerIndex,player1Trajectory,player2Trajectory,player1Actions,player2Actions,player1RT,player2RT,player1CurrentGoal,player2CurrentGoal,player1FirstDetectedGoal,player2FirstDetectedGoal,player1FinalReachedGoal,player2FinalReachedGoal,firstDetectedSharedGoal,_finalized,completed,endTime,newGoalPresentedTime,totalSteps,source_file,file_id
0,2P3G,human,1,62b628e4351d179f1ff6cc59,329a09b2-ad1f-4458-af0b-f7dd194297d1,,,False,,,,,1.0,23,26,True,"[7,2]",closer_to_player1,1.0,1757695963557,[],"[0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1]","[[7,2],[7,3],[7,4],[7,5],[7,6],[7,7],[7,8],[6,8],[5,8],[4,8],[3,8],[2,8],[1,8]]","[[7,14],[7,13],[7,12],[7,11],[7,10],[7,9],[7,8],[6,8],[5,8],[4,8],[3,8],[2,8],[1,8]]","[[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]","[[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]","[581,781,945,1105,1281,1587,1802,1976,2143,2337,2744,2915,3091]","[1069,1244,1439,1601,1778,2311,2430,2587,2750,2923,3099,3237,3539]","[null,null,null,null,null,null,0,0,0,0,0,0,0]","[null,null,null,null,null,null,0,0,0,0,0,0,0]",0.0,0.0,0,0,0.0,False,True,1757695967098,17.0,26,experiment_data_62b628e4351d179f1ff6cc59_room_329a09b2-ad1f-4458-af0b-f7dd194297d1_2025-09-12T16-54-33-741Z.xlsx,experiment_data_62b628e4351d179f1ff6cc59_room_329a09b2-ad1f-4458-af0b-f7dd194297d1_2025-09-12T16-54-33-741Z.xlsx
1,2P3G,human,1,62b628e4351d179f1ff6cc59,329a09b2-ad1f-4458-af0b-f7dd194297d1,,,False,,,,,1.0,22,24,True,"[13,5]",equal_to_both,1.0,1757695969119,[],"[0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1]","[[7,1],[7,2],[7,3],[7,4],[7,5],[7,6],[7,7],[6,7],[5,7],[4,7],[3,7],[2,7]]","[[7,13],[7,12],[7,11],[7,10],[7,9],[7,8],[7,7],[6,7],[5,7],[4,7],[3,7],[2,7]]","[[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]","[[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]","[448,619,763,917,1096,1311,1638,1836,2039,2223,2564,2996]","[561,741,937,1146,1350,2232,2345,2526,2676,2842,3016,3276]","[null,null,null,null,null,null,0,0,0,0,0,0]","[null,null,null,null,null,null,0,0,0,0,0,0]",0.0,0.0,0,0,0.0,False,True,1757695972396,17.0,24,experiment_data_62b628e4351d179f1ff6cc59_room_329a09b2-ad1f-4458-af0b-f7dd194297d1_2025-09-12T16-54-33-741Z.xlsx,experiment_data_62b628e4351d179f1ff6cc59_room_329a09b2-ad1f-4458-af0b-f7dd194297d1_2025-09-12T16-54-33-741Z.xlsx
2,2P3G,human,1,62b628e4351d179f1ff6cc59,329a09b2-ad1f-4458-af0b-f7dd194297d1,,,False,,,,,1.0,26,28,True,"[5,0]",closer_to_player1,0.0,1757695974423,[],"[0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1]","[[0,7],[1,7],[2,7],[3,7],[4,7],[5,7],[6,7],[7,7],[7,6],[7,5],[7,4],[7,3],[7,2],[7,1]]","[[14,7],[13,7],[12,7],[11,7],[10,7],[9,7],[8,7],[7,7],[7,6],[7,5],[7,4],[7,3],[7,2],[7,1]]","[[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1]]","[[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1]]","[566,761,914,1060,1207,1383,1546,1731,1984,2189,2505,2793,3109,3360]","[764,892,1078,1263,1650,1852,2402,2566,2712,2884,3118,3226,3392,3586]","[null,null,null,null,null,null,null,0,0,0,0,0,0,0]","[null,null,null,null,null,null,null,0,0,0,0,0,0,0]",0.0,0.0,0,0,0.0,False,True,1757695978010,19.0,28,experiment_data_62b628e4351d179f1ff6cc59_room_329a09b2-ad1f-4458-af0b-f7dd194297d1_2025-09-12T16-54-33-741Z.xlsx,experiment_data_62b628e4351d179f1ff6cc59_room_329a09b2-ad1f-4458-af0b-f7dd194297d1_2025-09-12T16-54-33-741Z.xlsx
3,2P3G,human,1,62b628e4351d179f1ff6cc59,329a09b2-ad1f-4458-af0b-f7dd194297d1,,,False,,,,,1.0,26,28,True,"[4,3]",equal_to_both,0.0,1757695980041,[],"[0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1]","[[7,14],[7,13],[7,12],[7,11],[7,10],[7,9],[7,8],[7,7],[6,7],[5,7],[4,7],[3,7],[2,7],[1,7]]","[[7,0],[7,1],[7,2],[7,3],[7,4],[7,5],[7,6],[7,7],[6,7],[5,7],[4,7],[3,7],[2,7],[1,7]]","[[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]","[[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]","[636,789,955,1140,1306,1475,1684,1829,2020,2189,2356,2537,3136,3462]","[1175,1369,1544,1713,2100,2365,2549,2714,2865,3020,3174,3329,3849,3850]","[null,null,null,null,null,null,null,0,0,0,0,0,0,0]","[null,null,null,null,null,null,null,0,0,0,0,0,0,0]",0.0,0.0,0,0,0.0,False,True,1757695983892,20.0,28,experiment_data_62b628e4351d179f1ff6cc59_room_329a09b2-ad1f-4458-af0b-f7dd194297d1_2025-09-12T16-54-33-741Z.xlsx,experiment_data_62b628e4351d179f1ff6cc59_room_329a09b2-ad1f-4458-af0b-f7dd194297d1_2025-09-12T16-54-33-741Z.xlsx
4,2P3G,human,1,62b628e4351d179f1ff6cc59,329a09b2-ad1f-4458-af0b-f7dd194297d1,,,False,,,,,1.0,28,29,True,"[9,5]",closer_to_player1,1.0,1757695985927,[],"[0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1]","[[7,0],[7,1],[7,2],[7,3],[7,4],[7,5],[7,6],[7,7],[6,7],[5,7],[4,7],[3,7],[2,7],[1,7]]","[[7,14],[7,13],[7,12],[7,11],[7,10],[7,9],[7,8],[7,8],[7,7],[6,7],[5,7],[4,7],[3,7],[2,7],[1,7]]","[[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]","[[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]","[528,701,836,973,1123,1286,1451,1581,1776,1934,2077,2217,3503,3999]","[1075,1077,1600,1602,2122,2219,2673,2726,2983,3062,3193,3511,3517,3802,4024]","[null,null,null,null,null,null,null,0,0,0,0,0,0,0]","[null,null,null,null,null,null,null,null,0,0,0,0,0,0,0]",0.0,0.0,0,0,0.0,False,True,1757695989952,21.0,29,experiment_data_62b628e4351d179f1ff6cc59_room_329a09b2-ad1f-4458-af0b-f7dd194297d1_2025-09-12T16-54-33-741Z.xlsx,experiment_data_62b628e4351d179f1ff6cc59_room_329a09b2-ad1f-4458-af0b-f7dd194297d1_2025-09-12T16-54-33-741Z.xlsx
5,2P3G,human,1,62b628e4351d179f1ff6cc59,329a09b2-ad1f-4458-af0b-f7dd194297d1,,,False,,,,,1.0,24,26,False,,no_new_goal,,1757695991969,[],"[0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1]","[[0,7],[1,7],[2,7],[3,7],[4,7],[5,7],[6,7],[7,7],[7,6],[7,5],[7,4],[7,3],[7,2]]","[[14,7],[13,7],[12,7],[11,7],[10,7],[9,7],[8,7],[7,7],[7,6],[7,5],[7,4],[7,3],[7,2]]","[[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1]]","[[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1]]","[625,782,954,1125,1281,1438,1625,1788,1973,2152,2319,3071,3397]","[1294,1653,1799,2030,2213,2388,2547,2699,2790,2981,3226,3420,3490]","[null,null,null,null,null,null,null,0,0,0,0,0,0]","[null,null,null,null,null,null,null,0,0,0,0,0,0]",0.0,0.0,0,0,0.0,False,True,1757695995460,,26,experiment_data_62b628e4351d179f1ff6cc59_room_329a09b2-ad1f-4458-af0b-f7dd194297d1_2025-09-12T16-54-33-741Z.xlsx,experiment_data_62b628e4351d179f1ff6cc59_room_329a09b2-ad1f-4458-af0b-f7dd194297d1_2025-09-12T16-54-33-741Z.xlsx
6,2P3G,human,1,62b628e4351d179f1ff6cc59,329a09b2-ad1f-4458-af0b-f7dd194297d1,,,False,,,,,1.0,22,19,True,"[4,8]",closer_to_player2,0.0,1757695997483,[],"[0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0]","[[7,2],[7,3],[7,4],[7,5],[7,6],[7,7],[7,8],[6,8],[5,8],[4,8],[3,8]]","[[7,14],[7,13],[7,12],[7,11],[7,10],[7,9],[7,8],[6,8],[5,8],[3,8],[2,8]]","[[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[-1,0],[-1,0],[-1,0],[-1,0],[1,0]]","[[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]","[461,634,777,943,1104,1267,1390,1612,1785,2127,3439]","[1167,1380,1494,1901,2139,2185,2485,2500,2893,3008,3305]","[null,null,null,null,null,null,0,0,0,0,2]","[null,null,null,null,null,null,0,0,2,0,0]",0.0,0.0,2,2,0.0,False,True,1757696000923,18.0,22,experiment_data_62b628e4351d179f1ff6cc59_room_329a09b2-ad1f-4458-af0b-f7dd194297d1_2025-09-12T16-54-33-741Z.xlsx,experiment_data_62b628e4351d179f1ff6cc59_room_329a09b2-ad1f-4458-af0b-f7dd194297d1_2025-09-12T16-54-33-741Z.xlsx
7,2P3G,human,1,62b628e4351d179f1ff6cc59,329a09b2-ad1f-4458-af0b-f7dd194297d1,,,False,,,,,1.0,25,28,False,,no_new_goal,,1757696002958,[],"[0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1]","[[7,0],[7,1],[7,2],[7,3],[7,4],[7,5],[7,6],[7,7],[6,7],[5,7],[4,7],[3,7],[2,7],[1,7]]","[[7,14],[7,13],[7,12],[7,11],[7,10],[7,9],[7,8],[7,7],[6,7],[5,7],[4,7],[3,7],[2,7],[1,7]]","[[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]","[[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]","[575,731,871,1031,1205,1420,1639,1753,1963,2132,2297,2719,3478,4085]","[1319,1502,1719,1925,2274,2455,2734,2785,3057,3256,3369,4911,4914,5099]","[null,null,null,null,null,null,null,0,0,0,0,0,0,0]","[null,null,null,null,null,null,null,0,0,0,0,0,0,0]",0.0,0.0,0,0,0.0,False,True,1757696008058,,28,experiment_data_62b628e4351d179f1ff6cc59_room_329a09b2-ad1f-4458-af0b-f7dd194297d1_2025-09-12T16-54-33-741Z.xlsx,experiment_data_62b628e4351d179f1ff6cc59_room_329a09b2-ad1f-4458-af0b-f7dd194297d1_2025-09-12T16-54-33-741Z.xlsx
8,2P3G,human,1,62b628e4351d179f1ff6cc59,329a09b2-ad1f-4458-af0b-f7dd194297d1,,,False,,,,,1.0,22,24,True,"[5,7]",closer_to_player2,1.0,1757696010082,[],"[0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1]","[[7,11],[7,10],[7,9],[7,8],[7,7],[7,6],[6,6],[5,6],[4,6],[3,6],[2,6]]","[[7,1],[7,0],[7,1],[7,2],[7,3],[7,4],[7,5],[7,6],[6,6],[5,6],[4,6],[3,6],[2,6]]","[[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]","[[0,-1],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]","[460,786,939,1110,1271,1462,1691,1946,2212,2695,3574]","[1100,1366,1569,1954,2224,2506,2529,2686,2890,2975,3302,4194,4355]","[null,null,null,null,null,0,0,0,0,0,0]","[null,null,null,null,null,null,null,0,2,0,0,0,0]",0.0,0.0,0,0,0.0,False,True,1757696014438,18.0,24,experiment_data_62b628e4351d179f1ff6cc59_room_329a09b2-ad1f-4458-af0b-f7dd194297d1_2025-09-12T16-54-33-741Z.xlsx,experiment_data_62b628e4351d179f1ff6cc59_room_329a09b2-ad1f-4458-af0b-f7dd194297d1_2025-09-12T16-54-33-741Z.xlsx
9,2P3G,human,1,62b628e4351d179f1ff6cc59,329a09b2-ad1f-4458-af0b-f7dd194297d1,,,False,,,,,1.0,27,31,False,,no_new_goal,,1757696016455,[],"[0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0]","[[13,7],[14,7],[14,7],[14,7],[13,7],[12,7],[11,7],[10,7],[9,7],[8,7],[8,6],[8,5],[8,4],[8,3],[8,2],[8,1],[8,1]]","[[3,7],[2,7],[3,7],[4,7],[5,7],[6,7],[7,7],[8,7],[8,6],[8,5],[8,4],[8,4],[8,3],[8,2],[8,1]]","[[1,0],[1,0],[1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1]]","[[-1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1]]","[708,831,997,1197,1373,1525,1671,1813,1961,2221,2488,2765,3096,3480,3852,4913,6396]","[1031,1685,1854,2055,2535,2755,2952,3151,3483,3904,4506,5224,5435,5504,5735]","[null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0]","[null,null,null,null,null,null,null,0,0,0,0,0,0,0,0]",0.0,0.0,0,0,0.0,False,True,1757696022853,,32,experiment_data_62b628e4351d179f1ff6cc59_room_329a09b2-ad1f-4458-af0b-f7dd194297d1_2025-09-12T16-54-33-741Z.xlsx,experiment_data_62b628e4351d179f1ff6cc59_room_329a09b2-ad1f-4458-af0b-f7dd194297d1_2025-09-12T16-54-33-741Z.xlsx
10,2P3G,human,1,62b628e4351d179f1ff6cc59,329a09b2-ad1f-4458-af0b-f7dd194297d1,,,False,,,,,1.0,22,25,True,"[7,7]",closer_to_player2,1.0,1757696024877,[],"[0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1]","[[12,7],[11,7],[10,7],[9,7],[8,7],[7,7],[6,7],[6,6],[6,5],[6,4],[6,3],[6,2]]","[[0,7],[0,7],[1,7],[2,7],[3,7],[4,7],[5,7],[6,7],[6,6],[6,5],[6,4],[6,3],[6,2]]","[[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1]]","[[-1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1]]","[470,614,763,900,1066,1201,1338,1713,1987,2367,2899,3441]","[478,1140,1335,1514,1996,2228,2534,2739,2949,3252,4155,4255,4427]","[null,null,null,null,null,null,0,0,0,0,0,0]","[null,null,null,null,null,null,null,0,0,0,0,0,0]",0.0,0.0,0,0,0.0,False,True,1757696029304,18.0,25,experiment_data_62b628e4351d179f1ff6cc59_room_329a09b2-ad1f-4458-af0b-f7dd194297d1_2025-09-12T16-54-33-741Z.xlsx,experiment_data_62b628e4351d179f1ff6cc59_room_329a09b2-ad1f-4458-af0b-f7dd194297d1_2025-09-12T16-54-33-741Z.xlsx
11,2P3G,human,1,62b628e4351d179f1ff6cc59,329a09b2-ad1f-4458-af0b-f7dd194297d1,,,False,,,,,1.0,21,19,True,"[4,9]",equal_to_both,0.0,1757696031316,[],"[0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0]","[[7,14],[7,14],[7,13],[7,12],[7,11],[7,10],[6,10],[6,9],[5,9],[4,9],[3,9],[2,9],[3,9]]","[[7,4],[7,5],[7,6],[7,7],[7,8],[7,9],[6,9],[5,9]]","[[0,1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[1,0],[1,0]]","[[0,1],[0,1],[0,1],[0,1],[0,1],[-1,0],[-1,0],[-1,0]]","[507,630,790,966,1134,1353,1582,1763,1968,2153,2367,3450,3649]","[1103,1323,1592,1974,2375,2650,2710,2959]","[null,null,null,null,null,0,0,0,0,0,0,2,2]","[null,null,null,null,null,0,2,2]",0.0,0.0,2,2,0.0,False,True,1757696034966,17.0,21,experiment_data_62b628e4351d179f1ff6cc59_room_329a09b2-ad1f-4458-af0b-f7dd194297d1_2025-09-12T16-54-33-741Z.xlsx,experiment_data_62b628e4351d179f1ff6cc59_room_329a09b2-ad1f-4458-af0b-f7dd194297d1_2025-09-12T16-54-33-741Z.xlsx
0,2P3G,human,1,651b249337102ada9fee4951,9a6ddc72-01b2-432c-848d-7629f2ff5bd7,,,False,,,,,1.0,23,26,True,"[10,12]",equal_to_both,0.0,1757695223298,[],"[0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1]","[[7,2],[7,3],[7,4],[7,5],[7,6],[7,7],[7,8],[6,8],[5,8],[4,8],[3,8],[2,8],[1,8]]","[[7,14],[7,13],[7,12],[7,11],[7,10],[7,9],[7,8],[6,8],[5,8],[4,8],[3,8],[2,8],[1,8]]","[[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]","[[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]","[771,1019,1211,1394,1603,2075,3347,3848,4015,4182,4349,4515,4682]","[775,1109,1478,1777,2097,2582,2992,3611,4239,4550,5596,5858,6014]","[null,null,null,null,null,null,0,0,0,0,0,0,0]","[null,null,null,null,null,null,0,0,0,0,0,0,0]",0.0,0.0,0,0,0.0,False,True,1757695229312,14.0,26,experiment_data_651b249337102ada9fee4951_room_9a6ddc72-01b2-432c-848d-7629f2ff5bd7_2025-09-12T16-43-42-103Z.xlsx,experiment_data_651b249337102ada9fee4951_room_9a6ddc72-01b2-432c-848d-7629f2ff5bd7_2025-09-12T16-43-42-103Z.xlsx
1,2P3G,human,1,651b249337102ada9fee4951,9a6ddc72-01b2-432c-848d-7629f2ff5bd7,,,False,,,,,1.0,24,23,False,,no_new_goal,,1757695231316,[],"[1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0]","[[7,1],[7,2],[7,3],[7,4],[7,5],[7,6],[7,7],[6,7],[5,7],[4,7],[3,7],[2,7]]","[[7,13],[7,12],[7,11],[7,10],[7,9],[7,8],[7,7],[6,7],[5,7],[4,7],[3,7],[2,7]]","[[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]","[[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]","[833,1049,1249,1369,1649,1945,3049,3265,3417,3593,4921,5161]","[570,855,1183,1500,1741,2043,2756,3531,3986,4395,4804,4982]","[null,null,null,null,null,null,0,0,0,0,0,0]","[null,null,null,null,null,null,0,0,0,0,0,0]",0.0,0.0,0,0,0.0,False,True,1757695236477,,24,experiment_data_651b249337102ada9fee4951_room_9a6ddc72-01b2-432c-848d-7629f2ff5bd7_2025-09-12T16-43-42-103Z.xlsx,experiment_data_651b249337102ada9fee4951_room_9a6ddc72-01b2-432c-848d-7629f2ff5bd7_2025-09-12T16-43-42-103Z.xlsx
2,2P3G,human,1,651b249337102ada9fee4951,9a6ddc72-01b2-432c-848d-7629f2ff5bd7,,,False,,,,,1.0,21,22,True,"[6,6]",closer_to_player2,0.0,1757695238481,[],"[0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1]","[[0,7],[1,7],[2,7],[3,7],[4,7],[5,7],[6,7],[7,7],[7,6],[7,5],[6,5]]","[[14,7],[13,7],[12,7],[11,7],[10,7],[9,7],[8,7],[7,7],[7,6],[7,5],[6,5]]","[[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[0,-1],[0,-1],[-1,0],[0,1]]","[[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,-1],[0,-1],[-1,0],[0,1]]","[620,860,1003,1164,1324,1524,1860,3692,3940,5844,6236]","[774,1082,1365,1682,1953,2350,2760,3209,3886,5012,6651]","[null,null,null,null,null,null,null,0,2,2,2]","[null,null,null,null,null,null,null,0,2,2,2]",0.0,0.0,2,2,0.0,False,True,1757695245132,16.0,22,experiment_data_651b249337102ada9fee4951_room_9a6ddc72-01b2-432c-848d-7629f2ff5bd7_2025-09-12T16-43-42-103Z.xlsx,experiment_data_651b249337102ada9fee4951_room_9a6ddc72-01b2-432c-848d-7629f2ff5bd7_2025-09-12T16-43-42-103Z.xlsx
3,2P3G,human,1,651b249337102ada9fee4951,9a6ddc72-01b2-432c-848d-7629f2ff5bd7,,,False,,,,,1.0,28,27,True,"[8,8]",closer_to_player1,0.0,1757695247135,[],"[1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0]","[[7,14],[7,13],[7,12],[7,11],[7,10],[7,9],[7,8],[7,7],[6,7],[5,7],[4,7],[3,7],[2,7],[1,7]]","[[7,0],[6,0],[6,1],[6,2],[6,3],[6,4],[6,5],[6,6],[6,7],[5,7],[4,7],[3,7],[2,7],[1,7]]","[[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]","[[-1,0],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]","[766,1118,1446,1638,1838,2038,2430,4014,4270,4926,5150,5326,5654,6174]","[454,917,1191,1518,1821,2141,2505,2877,3731,4448,4858,5438,5739,6086]","[null,null,null,null,null,null,null,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0.0,0.0,0,0,0.0,False,True,1757695253309,17.0,28,experiment_data_651b249337102ada9fee4951_room_9a6ddc72-01b2-432c-848d-7629f2ff5bd7_2025-09-12T16-43-42-103Z.xlsx,experiment_data_651b249337102ada9fee4951_room_9a6ddc72-01b2-432c-848d-7629f2ff5bd7_2025-09-12T16-43-42-103Z.xlsx
4,2P3G,human,1,651b249337102ada9fee4951,9a6ddc72-01b2-432c-848d-7629f2ff5bd7,,,False,,,,,1.0,21,22,True,"[5,9]",closer_to_player1,0.0,1757695255313,[],"[0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1]","[[7,0],[7,1],[7,2],[7,3],[7,4],[7,5],[7,6],[7,7],[6,7],[5,7],[5,8]]","[[7,14],[7,13],[7,12],[7,11],[7,10],[7,9],[7,8],[7,7],[6,7],[5,7],[5,8]]","[[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[-1,0],[-1,0],[0,1],[0,1]]","[[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[0,1],[0,1]]","[820,1060,1284,1516,1892,2172,2532,3380,3588,4372,4620]","[854,1186,1336,1598,1901,2131,2363,3064,3812,4289,4936]","[null,null,null,null,null,null,null,0,2,2,2]","[null,null,null,null,null,null,null,0,2,2,2]",0.0,0.0,2,2,0.0,False,True,1757695260249,16.0,22,experiment_data_651b249337102ada9fee4951_room_9a6ddc72-01b2-432c-848d-7629f2ff5bd7_2025-09-12T16-43-42-103Z.xlsx,experiment_data_651b249337102ada9fee4951_room_9a6ddc72-01b2-432c-848d-7629f2ff5bd7_2025-09-12T16-43-42-103Z.xlsx
5,2P3G,human,1,651b249337102ada9fee4951,9a6ddc72-01b2-432c-848d-7629f2ff5bd7,,,False,,,,,1.0,26,25,True,"[7,6]",closer_to_player2,0.0,1757695262253,[],"[1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0]","[[0,7],[1,7],[2,7],[3,7],[4,7],[5,7],[6,7],[7,7],[7,8],[7,9],[7,10],[7,11],[7,12]]","[[14,7],[13,7],[12,7],[11,7],[10,7],[9,7],[8,7],[7,7],[7,8],[7,9],[7,10],[7,11],[7,12]]","[[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1]]","[[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1]]","[896,1056,1216,1376,1544,1728,2096,2856,3072,3272,4712,4936,5616]","[594,900,1155,1466,1726,2029,2261,2643,3257,4178,4588,5305,5612]","[null,null,null,null,null,null,null,1,1,1,1,1,1]","[null,null,null,null,null,null,null,1,1,1,1,1,1]",1.0,1.0,1,1,1.0,False,True,1757695267870,16.0,26,experiment_data_651b249337102ada9fee4951_room_9a6ddc72-01b2-432c-848d-7629f2ff5bd7_2025-09-12T16-43-42-103Z.xlsx,experiment_data_651b249337102ada9fee4951_room_9a6ddc72-01b2-432c-848d-7629f2ff5bd7_2025-09-12T16-43-42-103Z.xlsx
