trialIndex,experimentType,partnerAgentType,currentPlayer,participantId,roomId,humanPlayerIndex,aiPlayerIndex,partnerFallbackOccurred,partnerFallbackReason,partnerFallbackStage,partnerFallbackTime,partnerFallbackAIType,collaborationSucceeded,player1GoalReachedStep,player2GoalReachedStep,newGoalPresented,newGoalPosition,distanceCondition,isNewGoalCloserToPlayer2,trialStartTime,gptErrorEvents,currentPlayerIndex,player1Trajectory,player2Trajectory,player1Actions,player2Actions,player1RT,player2RT,player1CurrentGoal,player2CurrentGoal,player1FirstDetectedGoal,player2FirstDetectedGoal,player1FinalReachedGoal,player2FinalReachedGoal,firstDetectedSharedGoal,_finalized,completed,endTime,newGoalPresentedTime,totalSteps,room_id,source_file,sheet_name,game_type
7,2P2G,human,1,5c06063cf7595100015c30f6,1aa4a978-1316-4242-a21e-9772545006a7,,,False,,,,,1.0,26,23,False,,no_new_goal,,1757695752427,[],"[0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0]","[[0,7],[1,7],[2,7],[3,7],[4,7],[5,7],[6,7],[7,7],[7,6],[7,5],[7,4],[7,3],[7,2]]","[[14,7],[13,7],[12,7],[11,7],[10,7],[9,7],[8,7],[7,7],[7,6],[7,5],[7,4],[7,3],[7,2]]","[[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1]]","[[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1]]","[1021,1183,1318,1480,1611,1767,1888,3848,3984,4105,4226,4362,4503]","[1277,1543,1663,1764,1862,1964,2095,3468,3720,3831,3950,4082,4184]","[null,null,null,null,null,null,null,0,0,0,0,0,0]","[null,null,null,null,null,null,null,0,0,0,0,0,0]",0.0,0.0,0,0,,False,True,1757695756931,,26,1aa4a978-1316-4242-a21e-9772545006a7,experiment_data_5c06063cf7595100015c30f6_room_1aa4a978-1316-4242-a21e-9772545006a7_2025-09-12T16-52-24-665Z.xlsx,ExperimentData,Human-Human
0,2P3G,human,1,5c06063cf7595100015c30f6,1aa4a978-1316-4242-a21e-9772545006a7,,,False,,,,,1.0,28,22,True,"[1,6]",closer_to_player2,1.0,1757695765953,[],"[0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0]","[[7,2],[7,3],[7,4],[7,5],[7,6],[7,7],[7,8],[8,8],[7,8],[6,8],[5,8],[4,8],[3,8],[2,8],[1,8]]","[[7,14],[7,13],[7,12],[7,11],[7,10],[7,9],[7,8],[6,8],[5,8],[4,8],[3,8],[2,8],[1,8]]","[[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]","[[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]","[681,833,953,1089,1215,1555,2972,3281,3442,3579,3719,3856,3996,4137,4258]","[1562,1799,1900,1999,2103,2209,2679,2883,2953,3090,3217,3316,3450]","[null,null,null,null,null,null,1,0,0,0,0,0,0,0,0]","[null,null,null,null,null,null,0,0,0,0,0,0,0]",1.0,0.0,0,0,0.0,False,True,1757695770212,19.0,28,1aa4a978-1316-4242-a21e-9772545006a7,experiment_data_5c06063cf7595100015c30f6_room_1aa4a978-1316-4242-a21e-9772545006a7_2025-09-12T16-52-24-665Z.xlsx,ExperimentData,Human-Human
1,2P3G,human,1,5c06063cf7595100015c30f6,1aa4a978-1316-4242-a21e-9772545006a7,,,False,,,,,1.0,30,27,True,"[9,12]",closer_to_player2,0.0,1757695772233,[],"[0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0]","[[7,1],[7,2],[7,3],[7,4],[7,5],[7,6],[7,7],[6,7],[5,7],[4,7],[3,7],[2,7]]","[[7,13],[7,14],[7,14],[7,14],[7,14],[7,14],[7,13],[7,12],[7,11],[7,10],[7,9],[7,8],[7,7],[6,7],[5,7],[4,7],[3,7],[2,7]]","[[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]","[[0,1],[0,1],[0,1],[0,1],[0,1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]","[590,729,850,1001,1140,1493,3521,3631,3738,3886,4007,4147]","[593,833,924,1025,1161,1581,1930,1932,2025,2125,2227,2682,3120,3465,3479,3576,3678,3818]","[null,null,null,null,null,null,0,0,0,0,0,0]","[null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0]",0.0,0.0,0,0,0.0,False,True,1757695776382,23.0,30,1aa4a978-1316-4242-a21e-9772545006a7,experiment_data_5c06063cf7595100015c30f6_room_1aa4a978-1316-4242-a21e-9772545006a7_2025-09-12T16-52-24-665Z.xlsx,ExperimentData,Human-Human
2,2P3G,human,1,5c06063cf7595100015c30f6,1aa4a978-1316-4242-a21e-9772545006a7,,,False,,,,,1.0,28,23,True,"[6,10]",closer_to_player1,0.0,1757695778404,[],"[0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0]","[[0,7],[1,7],[2,7],[3,7],[4,7],[5,7],[6,7],[7,7],[7,8],[7,9],[7,10],[7,11],[7,12],[7,13]]","[[14,7],[13,7],[12,7],[11,7],[10,7],[9,7],[8,7],[7,7],[7,8],[7,9],[7,10],[7,11],[7,12],[7,13]]","[[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1]]","[[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1]]","[916,1047,1196,1309,1460,1604,1739,2661,2832,3063,3189,3320,3461,3590]","[941,1203,1296,1396,1496,1615,1760,2073,2416,2429,2528,2660,2762,2860]","[null,null,null,null,null,null,null,1,2,2,1,1,1,1]","[null,null,null,null,null,null,null,1,1,1,1,1,1,1]",1.0,1.0,1,1,1.0,False,True,1757695781996,20.0,28,1aa4a978-1316-4242-a21e-9772545006a7,experiment_data_5c06063cf7595100015c30f6_room_1aa4a978-1316-4242-a21e-9772545006a7_2025-09-12T16-52-24-665Z.xlsx,ExperimentData,Human-Human
3,2P3G,human,1,5c06063cf7595100015c30f6,1aa4a978-1316-4242-a21e-9772545006a7,,,False,,,,,1.0,28,25,False,,no_new_goal,,1757695784015,[],"[0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0]","[[7,14],[7,13],[7,12],[7,11],[7,10],[7,9],[7,8],[7,7],[6,7],[5,7],[4,7],[3,7],[2,7],[1,7]]","[[7,0],[7,1],[7,2],[7,3],[7,4],[7,5],[7,6],[7,7],[6,7],[5,7],[4,7],[3,7],[2,7],[1,7]]","[[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]","[[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]","[858,992,1097,1240,1381,1509,1639,2637,2768,2896,3005,3148,3291,3412]","[930,1201,1290,1405,1539,1676,1807,2223,2471,2571,2673,2775,2907,3040]","[null,null,null,null,null,null,null,0,0,0,0,0,0,0]","[null,null,null,null,null,null,null,0,0,0,0,0,0,0]",0.0,0.0,0,0,0.0,False,True,1757695787428,,28,1aa4a978-1316-4242-a21e-9772545006a7,experiment_data_5c06063cf7595100015c30f6_room_1aa4a978-1316-4242-a21e-9772545006a7_2025-09-12T16-52-24-665Z.xlsx,ExperimentData,Human-Human
4,2P3G,human,1,5c06063cf7595100015c30f6,1aa4a978-1316-4242-a21e-9772545006a7,,,False,,,,,1.0,28,22,False,,no_new_goal,,1757695789445,[],"[0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0]","[[7,0],[7,1],[7,2],[7,3],[7,4],[7,5],[7,6],[7,7],[6,7],[5,7],[4,7],[3,7],[2,7],[1,7]]","[[7,14],[7,13],[7,12],[7,11],[7,10],[7,9],[7,8],[7,7],[6,7],[5,7],[4,7],[3,7],[2,7],[1,7]]","[[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]","[[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]","[603,776,887,1013,1159,1490,1632,3320,3461,3589,3728,3879,3995,4131]","[1410,1610,1731,1831,1962,2065,2195,2842,2894,3001,3101,3229,3331,3454]","[null,null,null,null,null,null,null,0,0,0,0,0,0,0]","[null,null,null,null,null,null,null,0,0,0,0,0,0,0]",0.0,0.0,0,0,0.0,False,True,1757695793577,,28,1aa4a978-1316-4242-a21e-9772545006a7,experiment_data_5c06063cf7595100015c30f6_room_1aa4a978-1316-4242-a21e-9772545006a7_2025-09-12T16-52-24-665Z.xlsx,ExperimentData,Human-Human
5,2P3G,human,1,5c06063cf7595100015c30f6,1aa4a978-1316-4242-a21e-9772545006a7,,,False,,,,,1.0,26,23,True,"[6,8]",closer_to_player1,0.0,1757695795601,[],"[1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0]","[[0,7],[1,7],[2,7],[3,7],[4,7],[5,7],[6,7],[7,7],[7,8],[7,9],[7,10],[7,11],[7,12]]","[[14,7],[13,7],[12,7],[11,7],[10,7],[9,7],[8,7],[7,7],[7,8],[7,9],[7,10],[7,11],[7,12]]","[[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1]]","[[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1]]","[1372,1525,1681,1822,1963,2095,2224,2651,2798,2918,3050,3201,3326]","[1055,1381,1439,1532,1683,1798,1925,2255,2522,2616,2716,2817,2934]","[null,null,null,null,null,null,null,1,1,1,1,1,1]","[null,null,null,null,null,null,null,1,1,1,1,1,1]",1.0,1.0,1,1,1.0,False,True,1757695798928,19.0,26,1aa4a978-1316-4242-a21e-9772545006a7,experiment_data_5c06063cf7595100015c30f6_room_1aa4a978-1316-4242-a21e-9772545006a7_2025-09-12T16-52-24-665Z.xlsx,ExperimentData,Human-Human
6,2P3G,human,1,5c06063cf7595100015c30f6,1aa4a978-1316-4242-a21e-9772545006a7,,,False,,,,,1.0,24,21,True,"[12,5]",equal_to_both,0.0,1757695800941,[],"[0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0]","[[7,2],[7,3],[7,4],[7,5],[7,6],[7,7],[7,8],[6,8],[5,8],[4,8],[3,8],[2,8]]","[[7,14],[7,13],[7,12],[7,11],[7,10],[7,9],[7,8],[6,8],[5,8],[4,8],[3,8],[2,8]]","[[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]","[[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]","[870,1046,1181,1319,1464,1595,2337,2477,2608,2749,2894,3010]","[873,1111,1214,1347,1499,1615,1994,2199,2266,2363,2498,2614]","[null,null,null,null,null,null,0,0,0,0,0,0]","[null,null,null,null,null,null,0,0,0,0,0,0]",0.0,0.0,0,0,0.0,False,True,1757695803952,17.0,24,1aa4a978-1316-4242-a21e-9772545006a7,experiment_data_5c06063cf7595100015c30f6_room_1aa4a978-1316-4242-a21e-9772545006a7_2025-09-12T16-52-24-665Z.xlsx,ExperimentData,Human-Human
7,2P3G,human,1,5c06063cf7595100015c30f6,1aa4a978-1316-4242-a21e-9772545006a7,,,False,,,,,1.0,30,28,False,,no_new_goal,,1757695805966,[],"[0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0]","[[7,0],[7,1],[7,2],[7,3],[7,4],[7,5],[7,6],[7,7],[7,8],[7,7],[6,7],[5,7],[4,7],[3,7],[2,7],[1,7]]","[[7,14],[7,13],[7,12],[7,11],[7,10],[7,9],[7,8],[7,7],[6,7],[5,7],[4,7],[3,7],[2,7],[1,7]]","[[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]","[[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]","[768,903,1039,1175,1327,1465,1596,1740,2186,3095,3236,3367,3525,3650,3796,3922]","[847,1109,1210,1333,1461,1592,2253,2808,3106,3126,3231,3379,3497,3658]","[null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0]","[null,null,null,null,null,null,null,0,0,0,0,0,0,0]",0.0,0.0,0,0,0.0,False,True,1757695809890,,30,1aa4a978-1316-4242-a21e-9772545006a7,experiment_data_5c06063cf7595100015c30f6_room_1aa4a978-1316-4242-a21e-9772545006a7_2025-09-12T16-52-24-665Z.xlsx,ExperimentData,Human-Human
8,2P3G,human,1,5c06063cf7595100015c30f6,1aa4a978-1316-4242-a21e-9772545006a7,,,False,,,,,1.0,27,30,True,"[7,2]",equal_to_both,0.0,1757695811925,[],"[0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1]","[[7,11],[7,10],[7,9],[7,8],[7,7],[7,6],[6,6],[5,6],[4,6],[3,6],[2,6]]","[[7,1],[7,0],[7,0],[7,0],[7,0],[7,0],[7,0],[7,0],[6,0],[5,0],[4,0],[3,0],[2,0],[1,0],[1,1],[1,2],[1,3],[1,4],[1,5]]","[[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]","[[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1]]","[629,790,1286,1452,2149,3726,3932,4078,4209,4348,5066]","[649,893,1024,1170,1289,1535,2157,2789,2992,3073,3709,3908,4357,4707,4953,5059,5167,5291,5394]","[null,null,null,null,null,0,0,0,0,0,0]","[null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0]",0.0,0.0,0,0,0.0,False,True,1757695817320,17.0,30,1aa4a978-1316-4242-a21e-9772545006a7,experiment_data_5c06063cf7595100015c30f6_room_1aa4a978-1316-4242-a21e-9772545006a7_2025-09-12T16-52-24-665Z.xlsx,ExperimentData,Human-Human
9,2P3G,human,1,5c06063cf7595100015c30f6,1aa4a978-1316-4242-a21e-9772545006a7,,,False,,,,,1.0,24,22,True,"[10,3]",equal_to_both,0.0,1757695819357,[],"[0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0]","[[13,7],[12,7],[11,7],[10,7],[9,7],[8,7],[8,8],[8,9],[8,10],[8,11],[8,12],[8,13]]","[[3,7],[4,7],[5,7],[6,7],[7,7],[8,7],[8,8],[8,9],[8,10],[8,11],[8,12],[8,13]]","[[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1]]","[[1,0],[1,0],[1,0],[1,0],[1,0],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1]]","[579,851,1022,1366,1587,2471,2633,2754,2880,3028,3159,3285]","[841,1064,1166,1297,1748,2219,2481,2549,2668,2800,2902,3036]","[null,null,null,null,null,1,1,1,1,1,1,1]","[null,null,null,null,null,1,1,1,1,1,1,1]",1.0,1.0,1,1,1.0,False,True,1757695822644,13.0,24,1aa4a978-1316-4242-a21e-9772545006a7,experiment_data_5c06063cf7595100015c30f6_room_1aa4a978-1316-4242-a21e-9772545006a7_2025-09-12T16-52-24-665Z.xlsx,ExperimentData,Human-Human
10,2P3G,human,1,5c06063cf7595100015c30f6,1aa4a978-1316-4242-a21e-9772545006a7,,,False,,,,,1.0,24,19,True,"[7,11]",closer_to_player1,1.0,1757695824661,[],"[1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0]","[[12,7],[11,7],[10,7],[9,7],[8,7],[7,7],[7,8],[6,8],[6,9],[6,10],[6,11],[6,12]]","[[0,7],[1,7],[2,7],[3,7],[4,7],[5,7],[6,7],[6,8],[6,9],[6,10],[6,11],[6,12]]","[[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,1],[-1,0],[0,1],[0,1],[0,1],[0,1],[0,1]]","[[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1]]","[1282,1430,1609,1754,1903,2326,2605,3136,3303,3443,3575,3715]","[1010,1058,1214,1285,1417,1546,1935,2238,2283,2416,2545,2666]","[null,null,null,null,null,1,2,2,2,1,1,1]","[null,null,null,null,null,null,1,1,1,1,1,1]",1.0,1.0,1,1,1.0,False,True,1757695828378,15.0,24,1aa4a978-1316-4242-a21e-9772545006a7,experiment_data_5c06063cf7595100015c30f6_room_1aa4a978-1316-4242-a21e-9772545006a7_2025-09-12T16-52-24-665Z.xlsx,ExperimentData,Human-Human
11,2P3G,human,1,5c06063cf7595100015c30f6,1aa4a978-1316-4242-a21e-9772545006a7,,,False,,,,,1.0,24,20,True,"[4,1]",closer_to_player2,1.0,1757695830389,[],"[1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0]","[[7,14],[7,13],[7,12],[7,11],[7,10],[7,9],[6,9],[5,9],[4,9],[3,9],[2,9],[1,9]]","[[7,4],[7,5],[7,6],[7,7],[7,8],[7,9],[6,9],[5,9],[4,9],[3,9],[2,9],[1,9]]","[[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]","[[0,1],[0,1],[0,1],[0,1],[0,1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]","[872,1416,1569,1698,1829,2142,2303,2424,2556,2699,2845,2981]","[774,971,1095,1244,1359,1590,1846,1965,2110,2228,2328,2443]","[null,null,null,null,null,0,0,0,0,0,0,0]","[null,null,null,null,null,0,0,0,0,0,0,0]",0.0,0.0,0,0,0.0,False,True,1757695833372,15.0,24,1aa4a978-1316-4242-a21e-9772545006a7,experiment_data_5c06063cf7595100015c30f6_room_1aa4a978-1316-4242-a21e-9772545006a7_2025-09-12T16-52-24-665Z.xlsx,ExperimentData,Human-Human
0,2P2G,gpt-4.1-mini,1,5dc3552003f8562725a1b956,e55b3b94-4195-40a0-b088-223a8c4f1d88,1.0,0.0,True,disconnect,in-game,1757695462258.0,gpt-4.1-mini,1.0,26,11,False,,no_new_goal,,1757695426454,[],"[1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[[14,7],[13,7],[12,7],[11,7],[10,7],[9,7],[8,7],[8,6],[8,5],[8,4],[8,3],[8,2],[8,1],[8,0],[9,0]]","[[4,7],[5,7],[6,7],[7,7],[8,7],[9,7],[9,6],[9,5],[9,4],[9,3],[9,2]]","[[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[1,0],[0,1]]","[[1,0],[1,0],[1,0],[1,0],[1,0],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1]]","[36793,36988,37568,37713,37915,38259,38482,38785,39158,39406,39720,40097,40312,40616,40785]","[608,952,1128,1286,1498,1824,1986,2139,2289,2437,2603]","[null,null,null,null,null,null,0,0,0,0,0,0,0,0,0]","[null,null,null,null,null,0,0,0,0,0,0]",0.0,0.0,0,0,,False,True,1757695467240,,26,e55b3b94-4195-40a0-b088-223a8c4f1d88,experiment_data_5dc3552003f8562725a1b956_room_e55b3b94-4195-40a0-b088-223a8c4f1d88_2025-09-12T16-52-35-646Z.xlsx,ExperimentData,Human-AI
1,2P2G,gpt-4.1-mini,1,5dc3552003f8562725a1b956,e55b3b94-4195-40a0-b088-223a8c4f1d88,1.0,0.0,False,,,,gpt-4.1-mini,1.0,11,29,False,,no_new_goal,,1757695469265,[],"[0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0]","[[7,1],[6,1],[5,1],[4,1],[3,1],[2,1],[1,1],[1,2],[1,3],[1,4],[1,5],[14,7],[13,7],[12,7],[11,7],[10,7],[9,7],[8,7],[8,6],[8,5],[9,5],[9,4],[9,3],[9,2]]","[[7,11],[8,11],[8,12],[9,12],[9,13],[9,14],[8,14],[8,14],[8,14],[8,14],[8,14],[8,14],[8,13],[8,12],[8,11],[8,10],[8,9],[8,8],[8,7],[5,7],[6,7],[7,7],[8,7],[9,7],[9,6],[9,5],[9,4],[9,3],[9,2]]","[[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,1],[0,1],[0,1],[0,1],[0,1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,-1],[0,-1],[1,0],[0,-1],[0,-1],[0,-1],[0,-1]]","[[1,0],[0,1],[1,0],[0,1],[0,1],[-1,0],[0,1],[0,1],[0,1],[0,1],[0,1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[1,0],[1,0],[1,0],[1,0],[1,0],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1]]","[2544,3031,3580,5262,6946,8453,9648,10620,10804,11978,12397,43924,44214,44462,44816,45094,45626,45863,46150,46397,46760,47174,47643,47853]","[2544,3031,3580,5262,6946,8453,9648,10620,10804,11978,12397,16153,17868,18821,19056,19343,19717,20138,39735,39900,40099,40294,40908,41922,42173,42368,42566,42763,43133]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0]",0.0,1.0,0,0,,False,True,1757695517118,,42,e55b3b94-4195-40a0-b088-223a8c4f1d88,experiment_data_5dc3552003f8562725a1b956_room_e55b3b94-4195-40a0-b088-223a8c4f1d88_2025-09-12T16-52-35-646Z.xlsx,ExperimentData,Human-AI
2,2P2G,gpt-4.1-mini,1,5dc3552003f8562725a1b956,e55b3b94-4195-40a0-b088-223a8c4f1d88,1.0,0.0,False,,,,gpt-4.1-mini,0.0,13,-1,False,,no_new_goal,,1757695519127,[],"[0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1]","[[7,14],[7,14],[7,13],[7,12],[7,11],[7,10],[7,9],[7,8],[8,8],[9,8],[10,8],[11,8],[12,8]]","[[7,2],[7,10],[7,9],[7,8],[7,7],[7,6],[8,6],[9,6]]","[[0,1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0]]","[[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[1,0],[1,0],[1,0]]","[8685,9153,9489,9642,9772,9897,10024,10283,10461,10597,10707,10838,10965]","[55080,56560,57208,57468,57811,0,296,569]","[null,null,null,null,null,null,null,1,1,1,1,1,1]","[null,null,null,null,null,1,1,1]",1.0,,1,-1,,False,False,1757695579137,,18,e55b3b94-4195-40a0-b088-223a8c4f1d88,experiment_data_5dc3552003f8562725a1b956_room_e55b3b94-4195-40a0-b088-223a8c4f1d88_2025-09-12T16-52-35-646Z.xlsx,ExperimentData,Human-AI
3,2P2G,gpt-4.1-mini,1,5dc3552003f8562725a1b956,e55b3b94-4195-40a0-b088-223a8c4f1d88,1.0,0.0,False,,,,gpt-4.1-mini,0.0,16,3,False,,no_new_goal,,1757695581156,[],"[1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0]","[[7,1],[7,2],[7,3],[7,4],[8,4],[8,5],[7,5],[7,6],[6,6],[5,6],[4,6],[3,6],[2,6]]","[[7,4],[11,6],[12,6]]","[[0,1],[0,1],[0,1],[1,0],[0,1],[-1,0],[0,1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]","[[1,0],[1,0],[1,0]]","[2249,2497,2671,2824,2988,3192,3697,3921,4276,4864,5085,5399,5709]","[287,911,1282]","[null,null,null,1,1,0,0,0,0,0,0,0,0]","[1,1,1]",1.0,1.0,0,1,,False,False,1757695586866,,16,e55b3b94-4195-40a0-b088-223a8c4f1d88,experiment_data_5dc3552003f8562725a1b956_room_e55b3b94-4195-40a0-b088-223a8c4f1d88_2025-09-12T16-52-35-646Z.xlsx,ExperimentData,Human-AI
4,2P2G,gpt-4.1-mini,1,5dc3552003f8562725a1b956,e55b3b94-4195-40a0-b088-223a8c4f1d88,1.0,0.0,False,,,,gpt-4.1-mini,1.0,11,23,False,,no_new_goal,,1757695588899,[],"[0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]","[[1,7],[2,7],[3,7],[4,7],[5,7],[6,7],[6,6],[6,5],[6,4],[6,3],[6,2],[7,14],[7,13],[7,12],[6,12],[6,11],[6,10],[5,10],[4,10],[3,10],[3,9],[2,9],[1,9]]","[[11,7],[7,3],[7,4],[7,5],[7,6],[7,7],[7,8],[6,8],[5,8],[4,8],[3,8],[2,8]]","[[1,0],[1,0],[1,0],[1,0],[1,0],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[0,-1],[0,-1],[-1,0],[-1,0],[-1,0],[0,-1],[-1,0],[-1,0],[0,-1]]","[[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]","[1188,1504,1657,1825,1969,2713,2911,3088,3262,3541,3736,14245,14597,14773,14969,15132,15548,15820,16155,16379,16761,17061,17235]","[10009,10305,10747,10969,11205,11850,12817,13094,13308,13542,13801,14107]","[null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[1,1,1,1,1,1,0,0,0,0,0,0]",0.0,1.0,0,0,,False,True,1757695606134,,35,e55b3b94-4195-40a0-b088-223a8c4f1d88,experiment_data_5dc3552003f8562725a1b956_room_e55b3b94-4195-40a0-b088-223a8c4f1d88_2025-09-12T16-52-35-646Z.xlsx,ExperimentData,Human-AI
