trialIndex,experimentType,partnerAgentType,currentPlayer,participantId,roomId,humanPlayerIndex,aiPlayerIndex,partnerFallbackOccurred,partnerFallbackReason,partnerFallbackStage,partnerFallbackTime,partnerFallbackAIType,collaborationSucceeded,player1GoalReachedStep,player2GoalReachedStep,newGoalPresented,newGoalPosition,distanceCondition,isNewGoalCloserToPlayer2,trialStartTime,gptErrorEvents,currentPlayerIndex,player1Trajectory,player2Trajectory,player1Actions,player2Actions,player1RT,player2RT,player1CurrentGoal,player2CurrentGoal,player1FirstDetectedGoal,player2FirstDetectedGoal,player1FinalReachedGoal,player2FinalReachedGoal,firstDetectedSharedGoal,_finalized,completed,endTime,newGoalPresentedTime,totalSteps,source_file,file_index
0,1P1G,none,1,5a5bd24be0cf3d000126849e,9922acb2-7db1-47ea-b369-ff389b4e47a5,0.0,,False,,,,,,10,-1,False,,,,1757786781021,[],"[0,0,0,0,0,0,0,0,0,0]","[[7,10],[7,9],[7,8],[7,7],[7,6],[7,5],[6,5],[5,5],[4,5],[3,5]]",[],"[[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]",[],"[1322,1822,2433,2866,3298,3690,3954,4193,4458,4786]",[],"[0,0,0,0,0,0,0,0,0,0]",[],0.0,,0,-1,,False,True,1757786785807,,10,experiment_data_5a5bd24be0cf3d000126849e_room_9922acb2-7db1-47ea-b369-ff389b4e47a5_2025-09-13T18-17-31-453Z.xlsx,0
1,1P1G,none,1,5a5bd24be0cf3d000126849e,9922acb2-7db1-47ea-b369-ff389b4e47a5,0.0,,False,,,,,,13,-1,False,,,,1757786787829,[],"[0,0,0,0,0,0,0,0,0,0,0,0,0]","[[7,13],[6,13],[5,13],[4,13],[3,13],[2,13],[1,13],[0,13],[0,12],[0,11],[0,10],[0,9],[0,8]]",[],"[[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1]]",[],"[1594,1938,2202,2490,2778,3098,3418,3890,4130,4402,4626,4914,5227]",[],"[0,0,0,0,0,0,0,0,0,0,0,0,0]",[],0.0,,0,-1,,False,True,1757786793056,,13,experiment_data_5a5bd24be0cf3d000126849e_room_9922acb2-7db1-47ea-b369-ff389b4e47a5_2025-09-13T18-17-31-453Z.xlsx,0
2,1P1G,none,1,5a5bd24be0cf3d000126849e,9922acb2-7db1-47ea-b369-ff389b4e47a5,0.0,,False,,,,,,14,-1,False,,,,1757786795080,[],"[0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[[7,0],[6,0],[5,0],[4,0],[3,0],[2,0],[1,0],[0,0],[0,1],[0,2],[0,3],[0,4],[0,5],[0,6]]",[],"[[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1]]",[],"[1040,1272,1472,1704,2024,2344,2648,3056,3320,3520,3752,3984,4216,4464]",[],"[0,0,0,0,0,0,0,0,0,0,0,0,0,0]",[],0.0,,0,-1,,False,True,1757786799544,,14,experiment_data_5a5bd24be0cf3d000126849e_room_9922acb2-7db1-47ea-b369-ff389b4e47a5_2025-09-13T18-17-31-453Z.xlsx,0
0,1P2G,none,1,5a5bd24be0cf3d000126849e,9922acb2-7db1-47ea-b369-ff389b4e47a5,0.0,,False,,,,,,12,-1,True,"[2,12]",farther_to_player1,,1757786845747,[],"[0,0,0,0,0,0,0,0,0,0,0,0]","[[7,12],[7,11],[7,10],[7,9],[7,8],[7,7],[7,6],[6,6],[5,6],[4,6],[3,6],[2,6]]",[],"[[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]",[],"[1451,1690,1955,2234,2570,2970,3354,3603,3786,4082,4371,4706]",[],"[null,null,null,null,null,null,0,0,0,0,0,0]",[],0.0,,0,-1,,False,True,1757786850454,7.0,12,experiment_data_5a5bd24be0cf3d000126849e_room_9922acb2-7db1-47ea-b369-ff389b4e47a5_2025-09-13T18-17-31-453Z.xlsx,0
1,1P2G,none,1,5a5bd24be0cf3d000126849e,9922acb2-7db1-47ea-b369-ff389b4e47a5,0.0,,False,,,,,,12,-1,True,"[14,12]",equal_to_player1,,1757786852478,[],"[0,0,0,0,0,0,0,0,0,0,0,0]","[[7,14],[7,13],[7,12],[7,11],[7,10],[7,9],[7,8],[6,8],[5,8],[4,8],[3,8],[2,8]]",[],"[[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]",[],"[1256,1584,1880,2168,2488,2848,3329,3560,3817,4080,4352,4657]",[],"[null,null,null,null,null,null,0,0,0,0,0,0]",[],0.0,,0,-1,,False,True,1757786857135,7.0,12,experiment_data_5a5bd24be0cf3d000126849e_room_9922acb2-7db1-47ea-b369-ff389b4e47a5_2025-09-13T18-17-31-453Z.xlsx,0
2,1P2G,none,1,5a5bd24be0cf3d000126849e,9922acb2-7db1-47ea-b369-ff389b4e47a5,0.0,,False,,,,,,12,-1,True,"[6,7]",closer_to_player1,,1757786859156,[],"[0,0,0,0,0,0,0,0,0,0,0,0]","[[0,7],[1,7],[2,7],[3,7],[4,7],[5,7],[6,7],[6,8],[6,9],[6,10],[6,9],[6,8]]",[],"[[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[0,1],[0,1],[0,1],[0,-1],[0,-1],[0,-1]]",[],"[1243,1523,1827,2107,2419,2771,3219,3499,3843,4275,4491,4747]",[],"[null,null,null,null,null,null,1,1,1,2,2,2]",[],1.0,,2,-1,,False,True,1757786863904,7.0,12,experiment_data_5a5bd24be0cf3d000126849e_room_9922acb2-7db1-47ea-b369-ff389b4e47a5_2025-09-13T18-17-31-453Z.xlsx,0
3,1P2G,none,1,5a5bd24be0cf3d000126849e,9922acb2-7db1-47ea-b369-ff389b4e47a5,0.0,,False,,,,,,10,-1,True,"[9,10]",closer_to_player1,,1757786865925,[],"[0,0,0,0,0,0,0,0,0,0]","[[2,7],[3,7],[4,7],[5,7],[6,7],[7,7],[8,7],[8,8],[8,9],[8,10]]",[],"[[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[0,1],[0,1],[0,1],[1,0]]",[],"[874,1282,1619,1906,2242,2563,3163,4195,4571,4883]",[],"[null,null,null,null,null,null,1,2,2,2]",[],1.0,,2,-1,,False,True,1757786870808,7.0,10,experiment_data_5a5bd24be0cf3d000126849e_room_9922acb2-7db1-47ea-b369-ff389b4e47a5_2025-09-13T18-17-31-453Z.xlsx,0
4,1P2G,none,1,5a5bd24be0cf3d000126849e,9922acb2-7db1-47ea-b369-ff389b4e47a5,0.0,,False,,,,,,10,-1,True,"[4,1]",farther_to_player1,,1757786872830,[],"[0,0,0,0,0,0,0,0,0,0]","[[7,3],[7,4],[7,5],[7,6],[7,7],[7,8],[6,8],[5,8],[4,8],[3,8]]",[],"[[0,1],[0,1],[0,1],[0,1],[0,1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]",[],"[1067,1394,1666,2026,2370,4027,5443,5691,5859,6027]",[],"[null,null,null,null,null,0,0,0,0,0]",[],0.0,,0,-1,,False,True,1757786878857,6.0,10,experiment_data_5a5bd24be0cf3d000126849e_room_9922acb2-7db1-47ea-b369-ff389b4e47a5_2025-09-13T18-17-31-453Z.xlsx,0
5,1P2G,none,1,5a5bd24be0cf3d000126849e,9922acb2-7db1-47ea-b369-ff389b4e47a5,0.0,,False,,,,,,15,-1,True,"[13,9]",farther_to_player1,,1757786880884,[],"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[[7,1],[7,2],[7,3],[7,4],[7,5],[7,6],[7,7],[7,8],[6,8],[5,8],[6,8],[5,8],[4,8],[3,8],[2,8]]",[],"[[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[-1,0],[-1,0],[1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,-1]]",[],"[997,1309,1629,1949,2285,2741,3597,4742,5013,5533,5934,6142,6334,6566,6830]",[],"[null,null,null,null,null,null,null,0,0,0,0,0,0,0,0]",[],0.0,,0,-1,,False,True,1757786887714,8.0,15,experiment_data_5a5bd24be0cf3d000126849e_room_9922acb2-7db1-47ea-b369-ff389b4e47a5_2025-09-13T18-17-31-453Z.xlsx,0
6,1P2G,none,1,5a5bd24be0cf3d000126849e,9922acb2-7db1-47ea-b369-ff389b4e47a5,0.0,,False,,,,,,13,-1,True,"[7,0]",equal_to_player1,,1757786889742,[],"[0,0,0,0,0,0,0,0,0,0,0,0,0]","[[7,0],[7,1],[7,2],[7,3],[7,4],[7,5],[7,6],[7,7],[8,7],[9,7],[10,7],[11,7],[12,7]]",[],"[[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0]]",[],"[916,1148,1356,1572,1852,2092,2612,4028,4293,4500,4708,5005,5340]",[],"[null,null,null,null,null,null,null,1,1,1,1,1,1]",[],1.0,,1,-1,,False,True,1757786895083,8.0,13,experiment_data_5a5bd24be0cf3d000126849e_room_9922acb2-7db1-47ea-b369-ff389b4e47a5_2025-09-13T18-17-31-453Z.xlsx,0
7,1P2G,none,1,5a5bd24be0cf3d000126849e,9922acb2-7db1-47ea-b369-ff389b4e47a5,0.0,,False,,,,,,10,-1,False,,no_new_goal,,1757786897106,[],"[0,0,0,0,0,0,0,0,0,0]","[[7,12],[7,11],[7,10],[7,9],[7,8],[7,7],[8,7],[9,7],[10,7],[11,7]]",[],"[[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[1,0],[1,0],[1,0],[1,0],[1,0]]",[],"[729,1065,1345,1721,2081,2633,3025,3385,5521,5929]",[],"[null,null,null,null,null,1,1,1,1,1]",[],1.0,,1,-1,,False,True,1757786903036,,10,experiment_data_5a5bd24be0cf3d000126849e_room_9922acb2-7db1-47ea-b369-ff389b4e47a5_2025-09-13T18-17-31-453Z.xlsx,0
8,1P2G,none,1,5a5bd24be0cf3d000126849e,9922acb2-7db1-47ea-b369-ff389b4e47a5,0.0,,False,,,,,,11,-1,True,"[12,5]",equal_to_player1,,1757786905058,[],"[0,0,0,0,0,0,0,0,0,0,0]","[[7,12],[7,11],[7,10],[7,9],[7,8],[7,7],[8,7],[9,7],[10,7],[11,7],[12,7]]",[],"[[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[1,0],[1,0],[1,0],[1,0],[1,0],[1,0]]",[],"[610,882,1146,1426,1722,2578,3114,3530,3818,4226,4778]",[],"[null,null,null,null,null,1,1,1,1,1,1]",[],1.0,,1,-1,,False,True,1757786909836,6.0,11,experiment_data_5a5bd24be0cf3d000126849e_room_9922acb2-7db1-47ea-b369-ff389b4e47a5_2025-09-13T18-17-31-453Z.xlsx,0
9,1P2G,none,1,5a5bd24be0cf3d000126849e,9922acb2-7db1-47ea-b369-ff389b4e47a5,0.0,,False,,,,,,10,-1,True,"[6,6]",closer_to_player1,,1757786911862,[],"[0,0,0,0,0,0,0,0,0,0]","[[13,7],[12,7],[11,7],[10,7],[9,7],[8,7],[7,7],[7,6],[7,5],[6,5]]",[],"[[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,-1],[0,-1],[-1,0],[0,1]]",[],"[790,1046,1239,1454,1710,2014,2823,3111,3975,4255]",[],"[null,null,null,null,null,null,0,0,2,2]",[],0.0,,2,-1,,False,True,1757786916117,7.0,10,experiment_data_5a5bd24be0cf3d000126849e_room_9922acb2-7db1-47ea-b369-ff389b4e47a5_2025-09-13T18-17-31-453Z.xlsx,0
10,1P2G,none,1,5a5bd24be0cf3d000126849e,9922acb2-7db1-47ea-b369-ff389b4e47a5,0.0,,False,,,,,,11,-1,False,,no_new_goal,,1757786918138,[],"[0,0,0,0,0,0,0,0,0,0,0]","[[10,7],[9,7],[8,7],[7,7],[6,7],[5,7],[5,6],[5,5],[5,4],[5,3],[5,2]]",[],"[[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1]]",[],"[643,915,1115,1323,1611,2219,2571,2891,3212,3547,3899]",[],"[null,null,null,null,null,0,0,0,0,0,0]",[],0.0,,0,-1,,False,True,1757786922038,,11,experiment_data_5a5bd24be0cf3d000126849e_room_9922acb2-7db1-47ea-b369-ff389b4e47a5_2025-09-13T18-17-31-453Z.xlsx,0
11,1P2G,none,1,5a5bd24be0cf3d000126849e,9922acb2-7db1-47ea-b369-ff389b4e47a5,0.0,,False,,,,,,12,-1,False,,no_new_goal,,1757786924063,[],"[0,0,0,0,0,0,0,0,0,0,0,0]","[[14,7],[13,7],[12,7],[11,7],[10,7],[9,7],[8,7],[7,7],[7,6],[7,5],[7,4],[7,3]]",[],"[[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1]]",[],"[687,903,1095,1247,1415,1623,1831,2367,2823,3087,3327,3679]",[],"[null,null,null,null,null,null,null,0,0,0,0,0]",[],0.0,,0,-1,,False,True,1757786927742,,12,experiment_data_5a5bd24be0cf3d000126849e_room_9922acb2-7db1-47ea-b369-ff389b4e47a5_2025-09-13T18-17-31-453Z.xlsx,0
0,1P1G,none,1,652c5f38cf13042034313b91,b2209a3e-c750-4a3e-a4a4-093f62e7ef08,0.0,,False,,,,,,10,-1,False,,,,1757786867120,[],"[0,0,0,0,0,0,0,0,0,0]","[[7,10],[6,10],[5,10],[4,10],[3,10],[2,10],[2,9],[2,8],[2,7],[2,6]]",[],"[[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1]]",[],"[761,1038,1249,1457,1737,1948,2264,2455,2615,2924]",[],"[0,0,0,0,0,0,0,0,0,0]",[],0.0,,0,-1,,False,True,1757786870049,,10,experiment_data_652c5f38cf13042034313b91_room_b2209a3e-c750-4a3e-a4a4-093f62e7ef08_2025-09-13T18-19-19-226Z.xlsx,1
1,1P1G,none,1,652c5f38cf13042034313b91,b2209a3e-c750-4a3e-a4a4-093f62e7ef08,0.0,,False,,,,,,13,-1,False,,,,1757786872078,[],"[0,0,0,0,0,0,0,0,0,0,0,0,0]","[[7,13],[7,12],[7,11],[7,10],[7,9],[7,8],[7,7],[6,7],[5,7],[4,7],[3,7],[2,7],[1,7]]",[],"[[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]",[],"[940,1134,1315,1624,1942,2271,2580,2841,3070,3267,3438,3748,3942]",[],"[0,0,0,0,0,0,0,0,0,0,0,0,0]",[],0.0,,0,-1,,False,True,1757786876022,,13,experiment_data_652c5f38cf13042034313b91_room_b2209a3e-c750-4a3e-a4a4-093f62e7ef08_2025-09-13T18-19-19-226Z.xlsx,1
2,1P1G,none,1,652c5f38cf13042034313b91,b2209a3e-c750-4a3e-a4a4-093f62e7ef08,0.0,,False,,,,,,14,-1,False,,,,1757786878045,[],"[0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[[7,0],[7,1],[7,2],[7,3],[7,4],[7,5],[7,6],[7,7],[6,7],[5,7],[4,7],[3,7],[2,7],[1,7]]",[],"[[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]",[],"[719,913,1053,1268,1509,1921,2262,2495,2687,3388,3817,4146,4371,4540]",[],"[0,0,0,0,0,0,0,0,0,0,0,0,0,0]",[],0.0,,0,-1,,False,True,1757786882587,,14,experiment_data_652c5f38cf13042034313b91_room_b2209a3e-c750-4a3e-a4a4-093f62e7ef08_2025-09-13T18-19-19-226Z.xlsx,1
0,1P2G,none,1,652c5f38cf13042034313b91,b2209a3e-c750-4a3e-a4a4-093f62e7ef08,0.0,,False,,,,,,12,-1,True,"[4,0]",farther_to_player1,,1757786904378,[],"[0,0,0,0,0,0,0,0,0,0,0,0]","[[7,12],[7,11],[7,10],[7,9],[7,8],[7,7],[7,6],[6,6],[5,6],[4,6],[3,6],[2,6]]",[],"[[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]",[],"[1236,1494,1793,2088,2353,2592,2851,3050,3245,3465,3619,3913]",[],"[null,null,null,null,null,null,0,0,0,0,0,0]",[],0.0,,0,-1,,False,True,1757786908293,7.0,12,experiment_data_652c5f38cf13042034313b91_room_b2209a3e-c750-4a3e-a4a4-093f62e7ef08_2025-09-13T18-19-19-226Z.xlsx,1
1,1P2G,none,1,652c5f38cf13042034313b91,b2209a3e-c750-4a3e-a4a4-093f62e7ef08,0.0,,False,,,,,,12,-1,False,,no_new_goal,,1757786910328,[],"[0,0,0,0,0,0,0,0,0,0,0,0]","[[7,14],[7,13],[7,12],[7,11],[7,10],[7,9],[7,8],[6,8],[5,8],[4,8],[3,8],[2,8]]",[],"[[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]",[],"[692,992,1221,1525,1821,2184,2533,2712,2893,3077,3253,3421]",[],"[null,null,null,null,null,null,0,0,0,0,0,0]",[],0.0,,0,-1,,False,True,1757786913751,,12,experiment_data_652c5f38cf13042034313b91_room_b2209a3e-c750-4a3e-a4a4-093f62e7ef08_2025-09-13T18-19-19-226Z.xlsx,1
2,1P2G,none,1,652c5f38cf13042034313b91,b2209a3e-c750-4a3e-a4a4-093f62e7ef08,0.0,,False,,,,,,11,-1,True,"[0,10]",farther_to_player1,,1757786915780,[],"[0,0,0,0,0,0,0,0,0,0,0]","[[0,7],[1,7],[2,7],[3,7],[4,7],[5,7],[6,7],[6,8],[6,9],[6,10],[6,11]]",[],"[[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[0,1],[0,1],[0,1],[0,1],[0,1]]",[],"[1018,1251,1457,1725,2040,2377,2698,2873,3072,3257,3508]",[],"[null,null,null,null,null,null,1,1,1,1,1]",[],1.0,,1,-1,,False,True,1757786919289,7.0,11,experiment_data_652c5f38cf13042034313b91_room_b2209a3e-c750-4a3e-a4a4-093f62e7ef08_2025-09-13T18-19-19-226Z.xlsx,1
3,1P2G,none,1,652c5f38cf13042034313b91,b2209a3e-c750-4a3e-a4a4-093f62e7ef08,0.0,,False,,,,,,12,-1,True,"[7,5]",equal_to_player1,,1757786921313,[],"[0,0,0,0,0,0,0,0,0,0,0,0]","[[2,7],[3,7],[4,7],[5,7],[6,7],[7,7],[8,7],[8,8],[8,9],[8,10],[8,11],[8,12]]",[],"[[1,0],[1,0],[1,0],[1,0],[1,0],[1,0],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1]]",[],"[832,1151,1416,1690,1929,2219,2907,3087,3263,3452,3602,3756]",[],"[null,null,null,null,null,null,1,1,1,1,1,1]",[],1.0,,1,-1,,False,True,1757786925071,7.0,12,experiment_data_652c5f38cf13042034313b91_room_b2209a3e-c750-4a3e-a4a4-093f62e7ef08_2025-09-13T18-19-19-226Z.xlsx,1
4,1P2G,none,1,652c5f38cf13042034313b91,b2209a3e-c750-4a3e-a4a4-093f62e7ef08,0.0,,False,,,,,,10,-1,False,,no_new_goal,,1757786927096,[],"[0,0,0,0,0,0,0,0,0,0]","[[7,3],[7,4],[7,5],[7,6],[7,7],[7,8],[6,8],[5,8],[4,8],[3,8]]",[],"[[0,1],[0,1],[0,1],[0,1],[0,1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]",[],"[752,972,1155,1404,1747,2866,3331,3800,4023,4193]",[],"[null,null,null,null,null,0,0,0,0,0]",[],0.0,,0,-1,,False,True,1757786931291,,10,experiment_data_652c5f38cf13042034313b91_room_b2209a3e-c750-4a3e-a4a4-093f62e7ef08_2025-09-13T18-19-19-226Z.xlsx,1
5,1P2G,none,1,652c5f38cf13042034313b91,b2209a3e-c750-4a3e-a4a4-093f62e7ef08,0.0,,False,,,,,,9,-1,True,"[7,8]",closer_to_player1,,1757786933326,[],"[0,0,0,0,0,0,0,0,0]","[[7,1],[7,2],[7,3],[7,4],[7,5],[7,6],[7,7],[6,7],[7,7]]",[],"[[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[-1,0],[1,0],[0,1]]",[],"[763,996,1227,1525,1769,2123,2966,3916,4074]",[],"[null,null,null,null,null,null,0,2,2]",[],0.0,,2,-1,,False,True,1757786937403,7.0,9,experiment_data_652c5f38cf13042034313b91_room_b2209a3e-c750-4a3e-a4a4-093f62e7ef08_2025-09-13T18-19-19-226Z.xlsx,1
6,1P2G,none,1,652c5f38cf13042034313b91,b2209a3e-c750-4a3e-a4a4-093f62e7ef08,0.0,,False,,,,,,10,-1,True,"[4,7]",equal_to_player1,,1757786939427,[],"[0,0,0,0,0,0,0,0,0,0]","[[7,0],[7,1],[7,2],[7,3],[7,4],[7,5],[7,6],[7,7],[6,7],[5,7]]",[],"[[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[0,1],[-1,0],[-1,0],[-1,0]]",[],"[577,776,976,1179,1360,1849,2233,2697,3270,3445]",[],"[null,null,null,null,null,null,null,0,2,2]",[],0.0,,2,-1,,False,True,1757786942874,8.0,10,experiment_data_652c5f38cf13042034313b91_room_b2209a3e-c750-4a3e-a4a4-093f62e7ef08_2025-09-13T18-19-19-226Z.xlsx,1
7,1P2G,none,1,652c5f38cf13042034313b91,b2209a3e-c750-4a3e-a4a4-093f62e7ef08,0.0,,False,,,,,,10,-1,True,"[2,3]",farther_to_player1,,1757786944895,[],"[0,0,0,0,0,0,0,0,0,0]","[[7,12],[7,11],[7,10],[7,9],[7,8],[7,7],[8,7],[9,7],[10,7],[11,7]]",[],"[[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[1,0],[1,0],[1,0],[1,0],[1,0]]",[],"[628,836,996,1290,1630,1925,3351,3544,3709,3862]",[],"[null,null,null,null,null,1,1,1,1,1]",[],1.0,,1,-1,,False,True,1757786948759,6.0,10,experiment_data_652c5f38cf13042034313b91_room_b2209a3e-c750-4a3e-a4a4-093f62e7ef08_2025-09-13T18-19-19-226Z.xlsx,1
8,1P2G,none,1,652c5f38cf13042034313b91,b2209a3e-c750-4a3e-a4a4-093f62e7ef08,0.0,,False,,,,,,11,-1,False,,no_new_goal,,1757786950790,[],"[0,0,0,0,0,0,0,0,0,0,0]","[[7,12],[7,11],[7,10],[7,9],[7,8],[7,7],[6,7],[5,7],[4,7],[3,7],[2,7]]",[],"[[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]",[],"[578,779,962,1326,1675,2544,2983,3367,3756,3907,4065]",[],"[null,null,null,null,null,0,0,0,0,0,0]",[],0.0,,0,-1,,False,True,1757786954857,,11,experiment_data_652c5f38cf13042034313b91_room_b2209a3e-c750-4a3e-a4a4-093f62e7ef08_2025-09-13T18-19-19-226Z.xlsx,1
9,1P2G,none,1,652c5f38cf13042034313b91,b2209a3e-c750-4a3e-a4a4-093f62e7ef08,0.0,,False,,,,,,11,-1,True,"[7,5]",equal_to_player1,,1757786956892,[],"[0,0,0,0,0,0,0,0,0,0,0]","[[13,7],[12,7],[11,7],[10,7],[9,7],[8,7],[7,7],[7,8],[7,9],[7,10],[7,11]]",[],"[[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,1],[0,1],[0,1],[0,1],[0,1]]",[],"[722,926,1111,1322,1595,1894,2218,2488,2876,3046,3207]",[],"[null,null,null,null,null,null,1,1,1,1,1]",[],1.0,,1,-1,,False,True,1757786960101,7.0,11,experiment_data_652c5f38cf13042034313b91_room_b2209a3e-c750-4a3e-a4a4-093f62e7ef08_2025-09-13T18-19-19-226Z.xlsx,1
10,1P2G,none,1,652c5f38cf13042034313b91,b2209a3e-c750-4a3e-a4a4-093f62e7ef08,0.0,,False,,,,,,9,-1,True,"[4,10]",closer_to_player1,,1757786962127,[],"[0,0,0,0,0,0,0,0,0]","[[10,7],[9,7],[8,7],[7,7],[6,7],[5,7],[5,8],[5,9],[5,10]]",[],"[[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,1],[0,1],[0,1],[-1,0]]",[],"[515,725,904,1114,1438,1772,2615,2817,3106]",[],"[null,null,null,null,null,1,2,2,2]",[],1.0,,2,-1,,False,True,1757786965234,6.0,9,experiment_data_652c5f38cf13042034313b91_room_b2209a3e-c750-4a3e-a4a4-093f62e7ef08_2025-09-13T18-19-19-226Z.xlsx,1
11,1P2G,none,1,652c5f38cf13042034313b91,b2209a3e-c750-4a3e-a4a4-093f62e7ef08,0.0,,False,,,,,,11,-1,True,"[7,5]",closer_to_player1,,1757786967256,[],"[0,0,0,0,0,0,0,0,0,0,0]","[[14,7],[13,7],[12,7],[11,7],[10,7],[9,7],[8,7],[7,7],[7,8],[7,7],[7,6]]",[],"[[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,1],[0,-1],[0,-1],[0,-1]]",[],"[530,724,909,1098,1294,1598,1881,2126,2776,2942,3104]",[],"[null,null,null,null,null,null,null,1,2,2,2]",[],1.0,,2,-1,,False,True,1757786970361,8.0,11,experiment_data_652c5f38cf13042034313b91_room_b2209a3e-c750-4a3e-a4a4-093f62e7ef08_2025-09-13T18-19-19-226Z.xlsx,1
0,1P1G,none,2,5b985404a15058000124e508,fa684eb1-e4c4-4905-96b7-15cf7b8a3f2d,0.0,,False,,,,,,10,-1,False,,,,1757695544893,[],"[0,0,0,0,0,0,0,0,0,0]","[[7,10],[7,9],[7,8],[7,7],[7,6],[7,5],[6,5],[5,5],[4,5],[3,5]]",[],"[[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]",[],"[25821,26140,26316,26495,26792,27312,27490,27655,27914,28105]",[],"[0,0,0,0,0,0,0,0,0,0]",[],0.0,,0,-1,,False,True,1757695572999,,10,experiment_data_5b985404a15058000124e508_room_fa684eb1-e4c4-4905-96b7-15cf7b8a3f2d_2025-09-12T16-55-36-623Z.xlsx,2
1,1P1G,none,2,5b985404a15058000124e508,fa684eb1-e4c4-4905-96b7-15cf7b8a3f2d,0.0,,False,,,,,,13,-1,False,,,,1757695575019,[],"[0,0,0,0,0,0,0,0,0,0,0,0,0]","[[7,13],[7,12],[7,11],[7,10],[7,9],[7,8],[7,7],[6,7],[5,7],[4,7],[3,7],[2,7],[1,7]]",[],"[[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[0,-1],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0],[-1,0]]",[],"[26372,26561,26719,26854,27046,27228,27521,27667,27809,27975,28145,28313,28527]",[],"[0,0,0,0,0,0,0,0,0,0,0,0,0]",[],0.0,,0,-1,,False,True,1757695603549,,13,experiment_data_5b985404a15058000124e508_room_fa684eb1-e4c4-4905-96b7-15cf7b8a3f2d_2025-09-12T16-55-36-623Z.xlsx,2
