lambda,alpha,commitment_nll,signaling_nll,binomial_nll,sim_commitment_human_weighted_average,sim_signaling_human_weighted_average,sim_commitment_equal_to_both,sim_signaling_equal_to_both,raw_trials,fit_stage,average_success_percent,average_efficiency_percent,average_commitment_percent,average_signaling_percent,equal_success_percent,equal_efficiency_percent,equal_commitment_percent,equal_signaling_percent
0.5,0.5,212.3941378891928,187.37279738854465,399.76693527773745,0.8206572769953051,0.3948530660777986,0.8,0.4642857142857143,/Users/chengshaozhe/Documents/DukeECClab/code/multiplePlayerGridGame_socketIO/dataAnalysis/raw_data/model_model_simulations/signal_agent/from_start_rsa_unshaped_jointrl_lambda_alpha_fit/always_signal_vs_always_signal_2p3g_raw_trials_beta_3_lambda_0p5_alpha_0p5_sessions_0_to_29.json.zst,available_raw,96.11111111111111,89.17138967734205,82.20238095238095,38.80621693121694,98.88888888888889,99.5386557886558,80.27777777777777,46.11111111111111
0.5,1.0,195.1144680435338,190.83127686421736,385.9457449077512,0.7811815336463224,0.377850042237676,0.7944444444444444,0.4942528735632184,/Users/chengshaozhe/Documents/DukeECClab/code/multiplePlayerGridGame_socketIO/dataAnalysis/raw_data/model_model_simulations/signal_agent/from_start_rsa_unshaped_jointrl_lambda_alpha_fit/always_signal_vs_always_signal_2p3g_raw_trials_beta_3_lambda_0p5_alpha_1_sessions_0_to_29.json.zst,available_raw,96.11111111111111,88.78541043484002,78.47222222222221,37.199074074074076,98.88888888888889,98.94330206830206,80.55555555555556,48.88888888888889
0.5,2.0,184.94883933216798,186.52258813239908,371.47142746456706,0.7755868544600938,0.40279143281521396,0.8666666666666667,0.49404761904761907,/Users/chengshaozhe/Documents/DukeECClab/code/multiplePlayerGridGame_socketIO/dataAnalysis/raw_data/model_model_simulations/signal_agent/from_start_rsa_unshaped_jointrl_lambda_alpha_fit/always_signal_vs_always_signal_2p3g_raw_trials_beta_3_lambda_0p5_alpha_2_sessions_0_to_29.json.zst,available_raw,94.72222222222221,89.09126437471734,78.41269841269842,39.63624338624338,100.0,99.30882352941177,88.05555555555554,49.72222222222223
0.5,3.0,182.47082211750674,192.50086241732893,374.9716845348357,0.744170579029734,0.36428424660415065,0.8055555555555556,0.45625,/Users/chengshaozhe/Documents/DukeECClab/code/multiplePlayerGridGame_socketIO/dataAnalysis/raw_data/model_model_simulations/signal_agent/from_start_rsa_unshaped_jointrl_lambda_alpha_fit/always_signal_vs_always_signal_2p3g_raw_trials_beta_3_lambda_0p5_alpha_3_sessions_0_to_29.json.zst,available_raw,93.61111111111111,89.41078284901295,75.7308201058201,35.320767195767196,100.0,99.00391737891738,84.16666666666666,44.72222222222222
0.5,5.0,177.22797890808175,186.3380156718617,363.56599457994344,0.7034037558685445,0.40917798676419365,0.7833333333333333,0.5,/Users/chengshaozhe/Documents/DukeECClab/code/multiplePlayerGridGame_socketIO/dataAnalysis/raw_data/model_model_simulations/signal_agent/from_start_rsa_unshaped_jointrl_lambda_alpha_fit/always_signal_vs_always_signal_2p3g_raw_trials_beta_3_lambda_0p5_alpha_5_sessions_0_to_29.json.zst,available_raw,92.77777777777779,88.22229050001778,71.25330687830686,39.92063492063492,100.0,98.88817663817663,81.94444444444444,50.0
0.5,8.0,179.52697263531158,188.5007840788038,368.0277567141154,0.6644757433489827,0.3926087799188118,0.7055555555555556,0.4573170731707317,/Users/chengshaozhe/Documents/DukeECClab/code/multiplePlayerGridGame_socketIO/dataAnalysis/raw_data/model_model_simulations/signal_agent/from_start_rsa_unshaped_jointrl_lambda_alpha_fit/always_signal_vs_always_signal_2p3g_raw_trials_beta_3_lambda_0p5_alpha_8_sessions_0_to_29.json.zst,available_raw,93.88888888888889,88.1073824580769,67.17923280423278,38.941798941798936,100.0,98.88267288267289,70.83333333333334,45.0
0.65,3.0,181.73140286275583,190.44332285477464,372.17472571753046,0.735054773082942,0.3752475292230332,0.7944444444444444,0.43125,/Users/chengshaozhe/Documents/DukeECClab/code/multiplePlayerGridGame_socketIO/dataAnalysis/raw_data/model_model_simulations/signal_agent/from_start_rsa_unshaped_jointrl_lambda_alpha_fit/always_signal_vs_always_signal_2p3g_raw_trials_beta_3_lambda_0p65_alpha_3_sessions_0_to_29.json.zst,available_raw,93.61111111111111,89.58656295846276,74.80489417989416,36.5542328042328,98.88888888888889,99.49381078691422,82.49999999999999,41.94444444444444
0.65,4.25,176.9008653977823,184.85253936132912,361.7534047591114,0.694170579029734,0.425488731775389,0.7722222222222223,0.5297619047619048,/Users/chengshaozhe/Documents/DukeECClab/code/multiplePlayerGridGame_socketIO/dataAnalysis/raw_data/model_model_simulations/signal_agent/from_start_rsa_unshaped_jointrl_lambda_alpha_fit/always_signal_vs_always_signal_2p3g_raw_trials_beta_3_lambda_0p65_alpha_4p25_sessions_0_to_29.json.zst,available_raw,93.33333333333333,89.39990562166561,70.40343915343914,42.14285714285714,97.77777777777777,99.56857031857031,80.0,53.05555555555556
0.65,5.5,177.22457436550886,186.8628229894857,364.08739735499455,0.6811032863849764,0.40465576236541234,0.75,0.5060975609756098,/Users/chengshaozhe/Documents/DukeECClab/code/multiplePlayerGridGame_socketIO/dataAnalysis/raw_data/model_model_simulations/signal_agent/from_start_rsa_unshaped_jointrl_lambda_alpha_fit/always_signal_vs_always_signal_2p3g_raw_trials_beta_3_lambda_0p65_alpha_5p5_sessions_0_to_29.json.zst,available_raw,93.33333333333333,89.31955928762854,68.8227513227513,39.63624338624338,100.0,99.52602952602953,76.94444444444444,50.55555555555556
0.65,6.75,177.4311386621552,187.33355659217477,364.76469525433,0.6552816901408451,0.395983355724735,0.7166666666666667,0.48214285714285715,/Users/chengshaozhe/Documents/DukeECClab/code/multiplePlayerGridGame_socketIO/dataAnalysis/raw_data/model_model_simulations/signal_agent/from_start_rsa_unshaped_jointrl_lambda_alpha_fit/always_signal_vs_always_signal_2p3g_raw_trials_beta_3_lambda_0p65_alpha_6p75_sessions_0_to_29.json.zst,available_raw,93.05555555555556,88.74529277901178,66.04166666666666,39.24603174603174,100.0,99.30678580678581,71.38888888888889,47.77777777777777
0.65,8.0,177.77101430376302,188.93880563111608,366.7098199348791,0.6589593114241001,0.38879144482592765,0.7166666666666667,0.49404761904761907,/Users/chengshaozhe/Documents/DukeECClab/code/multiplePlayerGridGame_socketIO/dataAnalysis/raw_data/model_model_simulations/signal_agent/from_start_rsa_unshaped_jointrl_lambda_alpha_fit/always_signal_vs_always_signal_2p3g_raw_trials_beta_3_lambda_0p65_alpha_8_sessions_0_to_29.json.zst,available_raw,93.88888888888889,87.89504458696433,66.38888888888889,38.4589947089947,100.0,99.25628075628076,71.38888888888889,48.888888888888886
0.825,3.0,185.05149213047224,190.33271683952114,375.3842089699934,0.7499217527386541,0.37789141784784736,0.7944444444444444,0.463855421686747,/Users/chengshaozhe/Documents/DukeECClab/code/multiplePlayerGridGame_socketIO/dataAnalysis/raw_data/model_model_simulations/signal_agent/from_start_rsa_unshaped_jointrl_lambda_alpha_fit/always_signal_vs_always_signal_2p3g_raw_trials_beta_3_lambda_0p825_alpha_3_sessions_0_to_29.json.zst,available_raw,94.44444444444444,89.68795086453818,75.99537037037034,37.04034391534392,98.88888888888889,99.33139083139083,81.94444444444444,46.11111111111111
0.825,4.25,177.49797260402335,184.72776788622065,362.225740490244,0.6979655712050078,0.4250240500240501,0.7722222222222223,0.5238095238095238,/Users/chengshaozhe/Documents/DukeECClab/code/multiplePlayerGridGame_socketIO/dataAnalysis/raw_data/model_model_simulations/signal_agent/from_start_rsa_unshaped_jointrl_lambda_alpha_fit/always_signal_vs_always_signal_2p3g_raw_trials_beta_3_lambda_0p825_alpha_4p25_sessions_0_to_29.json.zst,available_raw,93.61111111111111,89.88636746348736,70.8664021164021,42.11970899470899,98.88888888888889,99.60916860916862,80.0,52.49999999999999
0.825,5.5,178.26484773745528,186.80914402189183,365.0739917593471,0.6904929577464789,0.4062038593802718,0.75,0.5120481927710844,/Users/chengshaozhe/Documents/DukeECClab/code/multiplePlayerGridGame_socketIO/dataAnalysis/raw_data/model_model_simulations/signal_agent/from_start_rsa_unshaped_jointrl_lambda_alpha_fit/always_signal_vs_always_signal_2p3g_raw_trials_beta_3_lambda_0p825_alpha_5p5_sessions_0_to_29.json.zst,available_raw,92.77777777777779,90.30916293069072,70.00330687830687,39.798280423280424,100.0,99.41491841491842,77.22222222222221,51.11111111111111
0.825,6.75,178.09222867636484,186.47298559355295,364.56521426991776,0.662754303599374,0.40336114099491027,0.7166666666666667,0.49404761904761907,/Users/chengshaozhe/Documents/DukeECClab/code/multiplePlayerGridGame_socketIO/dataAnalysis/raw_data/model_model_simulations/signal_agent/from_start_rsa_unshaped_jointrl_lambda_alpha_fit/always_signal_vs_always_signal_2p3g_raw_trials_beta_3_lambda_0p825_alpha_6p75_sessions_0_to_29.json.zst,available_raw,93.61111111111111,89.15974497825015,67.06018518518516,39.91732804232804,100.0,99.39937839937839,73.6111111111111,48.888888888888886
0.825,8.0,178.0551133887823,188.15670748078742,366.2118208695697,0.6720266040688576,0.3911923721674019,0.7277777777777777,0.48214285714285715,/Users/chengshaozhe/Documents/DukeECClab/code/multiplePlayerGridGame_socketIO/dataAnalysis/raw_data/model_model_simulations/signal_agent/from_start_rsa_unshaped_jointrl_lambda_alpha_fit/always_signal_vs_always_signal_2p3g_raw_trials_beta_3_lambda_0p825_alpha_8_sessions_0_to_29.json.zst,available_raw,93.88888888888889,89.01481144573137,67.9861111111111,38.73677248677248,100.0,99.1950271950272,74.72222222222223,47.77777777777777
1.0,0.0,218.64917401476828,193.07782945920732,411.7270034739756,0.8648278560250391,0.361131614949668,0.9055555555555556,0.4393063583815029,/Users/chengshaozhe/Documents/DukeECClab/code/multiplePlayerGridGame_socketIO/dataAnalysis/raw_data/model_model_simulations/signal_agent/from_start_rsa_unshaped_jointrl_lambda_alpha_fit/always_signal_vs_always_signal_2p3g_raw_trials_beta_3_lambda_1_alpha_0_sessions_0_to_29.json.zst,available_raw,96.11111111111111,90.34343801299335,86.75925925925925,35.74074074074075,100.0,99.86823361823363,90.83333333333333,43.888888888888886
1.0,0.5,220.69020925080645,186.31863603255215,407.0088452833586,0.848356807511737,0.4071385629469859,0.8388888888888889,0.5,/Users/chengshaozhe/Documents/DukeECClab/code/multiplePlayerGridGame_socketIO/dataAnalysis/raw_data/model_model_simulations/signal_agent/from_start_rsa_unshaped_jointrl_lambda_alpha_fit/always_signal_vs_always_signal_2p3g_raw_trials_beta_3_lambda_1_alpha_0p5_sessions_0_to_29.json.zst,available_raw,95.55555555555556,90.0200556653638,85.31084656084657,40.01322751322751,98.88888888888889,100.0,85.27777777777777,49.166666666666664
1.0,1.0,196.13880103198278,193.46579401917035,389.6045950511531,0.7996870109546166,0.3614323976987473,0.8333333333333334,0.46551724137931033,/Users/chengshaozhe/Documents/DukeECClab/code/multiplePlayerGridGame_socketIO/dataAnalysis/raw_data/model_model_simulations/signal_agent/from_start_rsa_unshaped_jointrl_lambda_alpha_fit/always_signal_vs_always_signal_2p3g_raw_trials_beta_3_lambda_1_alpha_1_sessions_0_to_29.json.zst,available_raw,95.55555555555556,89.72361145339816,80.46296296296295,35.76388888888889,97.77777777777777,99.68518518518519,84.44444444444444,46.38888888888889
1.0,2.0,188.58878342407277,186.266959155651,374.85574257972377,0.7683881064162754,0.40347538935283944,0.8055555555555556,0.4879518072289157,/Users/chengshaozhe/Documents/DukeECClab/code/multiplePlayerGridGame_socketIO/dataAnalysis/raw_data/model_model_simulations/signal_agent/from_start_rsa_unshaped_jointrl_lambda_alpha_fit/always_signal_vs_always_signal_2p3g_raw_trials_beta_3_lambda_1_alpha_2_sessions_0_to_29.json.zst,available_raw,94.16666666666667,89.83342884334948,77.08002645502646,39.61970899470899,98.88888888888889,99.41258741258743,81.66666666666666,49.72222222222223
1.0,3.0,183.9553701112951,190.47045579399276,374.42582590528787,0.7370109546165885,0.380964188238973,0.7777777777777778,0.47560975609756095,/Users/chengshaozhe/Documents/DukeECClab/code/multiplePlayerGridGame_socketIO/dataAnalysis/raw_data/model_model_simulations/signal_agent/from_start_rsa_unshaped_jointrl_lambda_alpha_fit/always_signal_vs_always_signal_2p3g_raw_trials_beta_3_lambda_1_alpha_3_sessions_0_to_29.json.zst,available_raw,93.61111111111111,89.33210834946948,74.51388888888887,37.07671957671957,97.77777777777777,99.52495780081988,79.72222222222223,46.388888888888886
1.0,4.25,179.68093603945067,184.56232804101597,364.24326408046664,0.6998826291079812,0.4311619893516445,0.75,0.5357142857142857,/Users/chengshaozhe/Documents/DukeECClab/code/multiplePlayerGridGame_socketIO/dataAnalysis/raw_data/model_model_simulations/signal_agent/from_start_rsa_unshaped_jointrl_lambda_alpha_fit/always_signal_vs_always_signal_2p3g_raw_trials_beta_3_lambda_1_alpha_4p25_sessions_0_to_29.json.zst,available_raw,92.5,90.14313536808577,71.05158730158728,42.72817460317461,98.88888888888889,99.23432123432124,77.77777777777779,53.61111111111111
1.0,5.0,178.61852006772995,186.52325792058915,365.14177798831906,0.6812989045383411,0.41362403556655464,0.7333333333333333,0.5426829268292683,/Users/chengshaozhe/Documents/DukeECClab/code/multiplePlayerGridGame_socketIO/dataAnalysis/raw_data/model_model_simulations/signal_agent/from_start_rsa_unshaped_jointrl_lambda_alpha_fit/always_signal_vs_always_signal_2p3g_raw_trials_beta_3_lambda_1_alpha_5_sessions_0_to_29.json.zst,available_raw,91.66666666666666,90.16220021527562,68.92857142857142,40.32738095238095,100.0,99.1939171939172,76.38888888888889,54.72222222222223
1.0,5.5,180.3966953020048,187.13276408444358,367.52945938644837,0.6905712050078247,0.4023358806047729,0.7277777777777777,0.5153374233128835,/Users/chengshaozhe/Documents/DukeECClab/code/multiplePlayerGridGame_socketIO/dataAnalysis/raw_data/model_model_simulations/signal_agent/from_start_rsa_unshaped_jointrl_lambda_alpha_fit/always_signal_vs_always_signal_2p3g_raw_trials_beta_3_lambda_1_alpha_5p5_sessions_0_to_29.json.zst,available_raw,93.05555555555556,89.8441984419167,69.98677248677247,39.2989417989418,100.0,99.10844710844711,74.99999999999999,51.11111111111112
1.0,6.75,180.63633404713545,188.7148283225507,369.3511623696861,0.6757824726134585,0.3948294064351913,0.7055555555555556,0.5212121212121212,/Users/chengshaozhe/Documents/DukeECClab/code/multiplePlayerGridGame_socketIO/dataAnalysis/raw_data/model_model_simulations/signal_agent/from_start_rsa_unshaped_jointrl_lambda_alpha_fit/always_signal_vs_always_signal_2p3g_raw_trials_beta_3_lambda_1_alpha_6p75_sessions_0_to_29.json.zst,available_raw,92.5,89.86738100230164,68.33333333333331,38.7334656084656,100.0,99.18492618492618,72.49999999999999,51.11111111111111
1.0,8.0,180.23087050446475,191.06377198453185,371.2946424889966,0.6813380281690141,0.37851808650525576,0.7166666666666667,0.503030303030303,/Users/chengshaozhe/Documents/DukeECClab/code/multiplePlayerGridGame_socketIO/dataAnalysis/raw_data/model_model_simulations/signal_agent/from_start_rsa_unshaped_jointrl_lambda_alpha_fit/always_signal_vs_always_signal_2p3g_raw_trials_beta_3_lambda_1_alpha_8_sessions_0_to_29.json.zst,available_raw,93.05555555555556,89.65390961918739,68.88888888888887,37.13624338624338,100.0,99.22766122766123,73.6111111111111,49.444444444444436
