condition_scope,group,BToM Step 1 (%),Commitment (%),Coordination Efficiency (%),Signaling Move (%),Success Rate (%)
average,Shared agency no signaling,65.48639548602895,78.68716931216932,88.3888189068118,33.64087301587302,91.38888888888889
average,Shared agency Communicative Action Mixture (Legibility Over Alternatives),69.14269045489002,72.41732804232804,87.63551939035133,42.43716931216931,91.11111111111111
average,Human-Human,73.75406679082373,64.97395833333334,81.57604663510541,52.5297619047619,100.0
equal_to_both,Shared agency no signaling,69.9650138481724,94.44444444444444,98.38193288193288,43.888888888888886,98.88888888888889
equal_to_both,Shared agency Communicative Action Mixture (Legibility Over Alternatives),78.42897732984723,93.88888888888887,98.00744163244163,65.0,100.0
equal_to_both,Human-Human,80.28227897014428,84.375,96.6397607022607,59.375,100.0
