group,mean,std,count
Human-Human,0.7720488110681808,0.09834580250490878,32
TwoStageSignalAgent_sigmoidThreshold,0.7636983084215583,0.05437124862946847,60
sampleJointGoalAndRSASignal_fromStart,0.7216175887982862,0.07454183760585202,60
sampleJointGoalAndSignal_afterNewGoal,0.7545262866197152,0.05199325417939242,60
sampleJointGoalAndSignal_fromStart,0.7827073014231007,0.04934352900779211,60
sampleJointGoal_afterNewGoal,0.7592418687412555,0.04631195893172909,60
sampleJointGoal_fromStart,0.7651301102654545,0.05981533994860886,60
samplePosteriorOnlyGoalAndSignal_fromStart,0.7268460341377007,0.07935358541269566,60
