sessionIndex,trialIndex,mapId,distanceCondition,firstDetectedSharedGoal,newGoalPresentedTime,posteriorEvidenceSteps,two_goal_shared_posterior,three_goal_shared_raw_posterior,three_goal_old_alternative_raw_posterior,three_goal_new_raw_posterior,three_goal_shared_scaled_posterior
24,1,298,equal_to_both,1,1.0,1,0.9999819075908669,0.666654605060578,1.2061606088706067e-05,0.3333333333333333,0.6666626460828091
24,3,300,closer_to_player2,1,5.0,5,0.9999999999986076,0.6666666666657385,9.282594623910394e-13,0.3333333333333333,0.6666666666663572
24,4,301,closer_to_player1,1,5.0,5,0.9999999230415427,0.6666666153610286,5.1305638164577794e-08,0.3333333333333333,0.6666666495647865
24,6,303,closer_to_player1,0,8.0,8,0.9999999999986077,0.6666666666657385,9.28259462391028e-13,0.3333333333333333,0.6666666666663572
24,7,304,closer_to_player1,0,6.0,6,1.0,0.6666666666666667,1.6794753832793215e-17,0.3333333333333333,0.6666666666666667
24,9,306,closer_to_player2,0,6.0,6,0.9999999996726529,0.6666666664484353,2.1823140867966243e-10,0.3333333333333333,0.6666666665939229
24,10,307,equal_to_both,0,2.0,2,0.9999819075908669,0.666654605060578,1.2061606088706065e-05,0.3333333333333333,0.6666626460828091
24,11,308,equal_to_both,0,3.0,3,0.9999999230415427,0.6666666153610286,5.1305638164577906e-08,0.3333333333333333,0.6666666495647865
25,0,297,closer_to_player1,0,4.0,4,0.9999999999986076,0.6666666666657385,9.282594623910361e-13,0.3333333333333333,0.6666666666663572
25,1,298,closer_to_player1,0,3.0,3,0.9999999999986076,0.6666666666657385,9.282594623910361e-13,0.3333333333333333,0.6666666666663572
25,2,299,equal_to_both,0,2.0,2,0.9999999230415427,0.6666666153610286,5.1305638164577926e-08,0.3333333333333333,0.6666666495647865
25,3,300,equal_to_both,0,2.0,2,0.9999999230415427,0.6666666153610286,5.130563816457793e-08,0.3333333333333333,0.6666666495647865
25,5,302,closer_to_player2,0,4.0,4,0.9999999996726529,0.6666666664484353,2.1823140867966026e-10,0.3333333333333333,0.6666666665939229
25,6,303,closer_to_player1,1,3.0,3,0.9957644603591566,0.6638429735727711,0.00282369309389562,0.3333333333333333,0.6657227703618911
25,9,306,closer_to_player2,1,3.0,3,0.9999999996726529,0.6666666664484353,2.182314086796602e-10,0.3333333333333333,0.6666666665939229
25,10,307,equal_to_both,1,3.0,3,0.9999999996726529,0.6666666664484353,2.1823140867966015e-10,0.3333333333333333,0.6666666665939229
25,11,308,closer_to_player2,0,3.0,3,0.9999999230415427,0.6666666153610286,5.1305638164577615e-08,0.3333333333333333,0.6666666495647865
26,1,298,closer_to_player1,0,4.0,4,0.9999999230415427,0.6666666153610286,5.130563816457775e-08,0.3333333333333333,0.6666666495647865
26,2,299,closer_to_player2,0,6.0,6,0.9999999999999941,0.6666666666666627,3.9484033689378905e-15,0.33333333333333326,0.6666666666666654
26,3,300,closer_to_player2,1,5.0,5,1.0,0.6666666666666667,7.143742164823368e-20,0.3333333333333333,0.6666666666666667
26,6,303,equal_to_both,0,2.0,2,0.9999819075908669,0.666654605060578,1.206160608870613e-05,0.3333333333333333,0.6666626460828091
26,7,304,closer_to_player2,1,6.0,6,1.0,0.6666666666666667,1.6794753832793246e-17,0.3333333333333333,0.6666666666666667
26,8,305,equal_to_both,1,4.0,4,0.9999999996726529,0.6666666664484353,2.1823140867965772e-10,0.3333333333333333,0.6666666665939229
26,10,307,equal_to_both,1,4.0,4,0.9999819075908669,0.666654605060578,1.2061606088706033e-05,0.3333333333333333,0.6666626460828091
26,11,308,closer_to_player1,0,4.0,4,0.9999999230415427,0.6666666153610286,5.1305638164577754e-08,0.3333333333333333,0.6666666495647865
27,0,297,equal_to_both,0,3.0,3,0.9999999230415427,0.6666666153610286,5.1305638164577635e-08,0.3333333333333333,0.6666666495647865
27,1,298,closer_to_player2,1,4.0,4,0.9957644603591567,0.6638429735727711,0.002823693093895604,0.33333333333333326,0.6657227703618911
27,3,300,closer_to_player1,1,7.0,7,0.9999999999999941,0.6666666666666627,3.948403368937881e-15,0.33333333333333326,0.6666666666666654
27,4,301,closer_to_player2,0,7.0,7,0.9999999999986076,0.6666666666657385,9.282594623910448e-13,0.3333333333333333,0.6666666666663572
27,8,305,equal_to_both,0,3.0,3,0.9999999230415427,0.6666666153610286,5.130563816457746e-08,0.3333333333333333,0.6666666495647865
27,9,306,closer_to_player1,1,3.0,3,0.9999999996726529,0.6666666664484353,2.182314086796602e-10,0.3333333333333333,0.6666666665939229
27,10,307,closer_to_player1,1,3.0,3,0.9999999230415427,0.6666666153610286,5.1305638164577635e-08,0.3333333333333333,0.6666666495647865
28,1,298,closer_to_player1,0,5.0,5,0.9999999999986076,0.6666666666657385,9.282594623910456e-13,0.3333333333333333,0.6666666666663572
28,2,299,equal_to_both,1,2.0,2,0.9999819075908669,0.666654605060578,1.206160608870611e-05,0.3333333333333333,0.6666626460828091
28,4,301,closer_to_player1,0,5.0,5,0.9999999996726529,0.6666666664484353,2.1823140867966062e-10,0.3333333333333333,0.6666666665939229
28,5,302,closer_to_player2,0,5.0,5,0.9999999996726529,0.6666666664484353,2.1823140867966088e-10,0.3333333333333333,0.6666666665939229
28,7,304,closer_to_player2,1,5.0,5,0.9999999999999941,0.6666666666666627,3.948403368937888e-15,0.33333333333333326,0.6666666666666654
28,9,306,equal_to_both,0,3.0,3,0.9999999230415427,0.6666666153610286,5.1305638164577615e-08,0.3333333333333333,0.6666666495647865
28,10,307,closer_to_player2,1,7.0,7,0.9999999999986077,0.6666666666657385,9.282594623910404e-13,0.3333333333333333,0.6666666666663572
28,11,308,closer_to_player1,0,3.0,3,0.9999999230415427,0.6666666153610286,5.1305638164577615e-08,0.3333333333333333,0.6666666495647865
29,0,297,closer_to_player2,0,12.0,12,0.9999999999999941,0.6666666666666627,3.948403368937895e-15,0.33333333333333326,0.6666666666666654
29,1,298,closer_to_player1,1,4.0,4,0.9999999230415427,0.6666666153610286,5.1305638164577324e-08,0.3333333333333333,0.6666666495647865
29,3,300,closer_to_player2,0,5.0,5,0.9999999999999941,0.6666666666666627,3.9484033689378905e-15,0.33333333333333326,0.6666666666666654
29,6,303,closer_to_player2,0,3.0,3,0.9999999230415427,0.6666666153610286,5.1305638164577635e-08,0.3333333333333333,0.6666666495647865
29,7,304,equal_to_both,1,2.0,2,0.9999819075908669,0.666654605060578,1.2061606088706067e-05,0.3333333333333333,0.6666626460828091
29,9,306,closer_to_player1,0,3.0,3,0.9999819075908669,0.666654605060578,1.2061606088706065e-05,0.3333333333333333,0.6666626460828091
29,10,307,closer_to_player1,0,4.0,4,0.9999999230415427,0.6666666153610286,5.130563816457774e-08,0.3333333333333333,0.6666666495647865
29,11,308,equal_to_both,0,3.0,3,0.9999999996726529,0.6666666664484353,2.1823140867966015e-10,0.3333333333333333,0.6666666665939229
